,u,v,j,i,X,Y,Z
39,328.07315,437.9981,0,0,0.0,0.0,6
40,531.83453,437.77612,0,6,0.0,3.0,6
41,264.07468,438.93762,0,-2,0.0,-1.0,6
42,603.1117,438.77048,0,8,0.0,4.0,6
43,201.21901,440.03094,0,-4,0.0,-2.0,6
44,139.66136,441.42004,0,-6,0.0,-3.0,6
46,76.29314,442.59424,0,-8,0.0,-4.0,6
47,262.32867,505.2319,-2,-2,-1.0,-1.0,6
48,326.9856,505.00912,-2,0,-1.0,0.0,6
49,393.03928,505.04276,-2,2,-1.0,1.0,6
50,461.0913,505.3154,-2,4,-1.0,2.0,6
51,200.11868,506.07394,-2,-4,-1.0,-2.0,6
52,138.33484,507.10944,-2,-6,-1.0,-3.0,6
53,531.9198,506.79398,-2,6,-1.0,3.0,6
54,74.45842,508.27713,-2,-8,-1.0,-4.0,6
55,604.18994,508.2547,-2,8,-1.0,4.0,6
57,199.19382,572.85046,-4,-4,-2.0,-2.0,6
58,262.24832,572.7395,-4,-2,-2.0,-1.0,6
59,326.99966,572.86707,-4,0,-2.0,0.0,6
60,393.17853,573.25476,-4,2,-2.0,1.0,6
61,137.23383,573.8135,-4,-6,-2.0,-3.0,6
62,73.22259,575.07355,-4,-8,-2.0,-4.0,6
63,461.84903,574.6929,-4,4,-2.0,2.0,6
64,533.0076,576.3973,-4,6,-2.0,3.0,6
65,607.0182,579.154,-4,8,-2.0,4.0,6
67,199.01828,640.1753,-6,-4,-3.0,-2.0,6
68,136.12495,641.1852,-6,-6,-3.0,-3.0,6
69,262.81396,640.7933,-6,-2,-3.0,-1.0,6
70,327.79633,641.1027,-6,0,-3.0,0.0,6
71,394.8018,642.89734,-6,2,-3.0,1.0,6
72,463.07535,643.85803,-6,4,-3.0,2.0,6
73,535.2672,647.1258,-6,6,-3.0,3.0,6
75,199.21077,709.7476,-8,-4,-4.0,-2.0,6
76,264.18716,709.94183,-8,-2,-4.0,-1.0,6
77,134.37938,710.62024,-8,-6,-4.0,-3.0,6
78,329.1462,710.99567,-8,0,-4.0,0.0,6
79,397.00446,713.12555,-8,2,-4.0,1.0,6
80,467.21176,716.34796,-8,4,-4.0,2.0,6
81,540.0234,720.08453,-8,6,-4.0,3.0,6
83,133.0425,781.1766,-10,-6,-5.0,-3.0,6
84,199.00313,780.79065,-10,-4,-5.0,-2.0,6
85,264.80032,780.8175,-10,-2,-5.0,-1.0,6
86,331.17172,782.05994,-10,0,-5.0,0.0,6
87,400.03278,785.03094,-10,2,-5.0,1.0,6
88,471.594,789.7023,-10,4,-5.0,2.0,6
89,544.5947,793.5924,-10,6,-5.0,3.0,6
90,266.00616,854.8623,-12,-2,-6.0,-1.0,6
91,333.73257,856.29956,-12,0,-6.0,0.0,6
92,403.31714,859.4406,-12,2,-6.0,1.0,6
93,476.0035,864.8755,-12,4,-6.0,2.0,6
0,418.01535,114.90213,10,2,5.0,1.0,7
1,352.88016,117.43938,10,0,5.0,0.0,7
3,549.28204,176.20789,8,6,4.0,3.0,7
4,480.9197,178.0021,8,4,4.0,2.0,7
5,414.1546,179.91666,8,2,4.0,1.0,7
6,348.9168,181.36264,8,0,4.0,0.0,7
7,285.22003,184.03627,8,-2,4.0,-1.0,7
8,221.44995,185.3456,8,-4,4.0,-2.0,7
9,617.9057,241.16524,6,8,3.0,4.0,7
10,547.044,241.87352,6,6,3.0,3.0,7
11,478.04474,242.76341,6,4,3.0,2.0,7
12,411.0233,244.01787,6,2,3.0,1.0,7
13,345.92465,246.0082,6,0,3.0,0.0,7
14,282.0836,248.05882,6,-2,3.0,-1.0,7
15,219.91399,250.25444,6,-4,3.0,-2.0,7
16,156.20549,251.262,6,-6,3.0,-3.0,7
17,616.0999,307.00616,4,8,2.0,4.0,7
18,475.91397,308.09915,4,4,2.0,2.0,7
19,545.24884,307.8796,4,6,2.0,3.0,7
20,408.3297,309.04105,4,2,2.0,1.0,7
22,343.04248,310.443,4,0,2.0,0.0,7
23,279.0839,312.2985,4,-2,2.0,-1.0,7
24,216.35011,314.2102,4,-4,2.0,-2.0,7
25,155.25679,316.3993,4,-6,2.0,-3.0,7
26,406.9148,375.11664,2,2,1.0,1.0,7
27,474.92682,374.78406,2,4,1.0,2.0,7
28,544.7912,374.90503,2,6,1.0,3.0,7
29,616.16925,375.3491,2,8,1.0,4.0,7
30,341.00052,376.1497,2,0,1.0,0.0,7
31,276.32257,377.22882,2,-2,1.0,-1.0,7
33,214.23817,379.0896,2,-4,1.0,-2.0,7
34,153.31708,381.06488,2,-6,1.0,-3.0,7
35,89.30256,383.22815,2,-8,1.0,-4.0,7
36,339.2275,442.38275,0,0,0.0,0.0,7
37,405.21713,441.95108,0,2,0.0,1.0,7
38,473.861,442.14655,0,4,0.0,2.0,7
39,274.43024,443.16818,0,-2,0.0,-1.0,7
40,544.7786,442.8349,0,6,0.0,3.0,7
41,211.49974,444.2187,0,-4,0.0,-2.0,7
42,616.9383,444.0558,0,8,0.0,4.0,7
43,151.25742,446.1398,0,-6,0.0,-3.0,7
45,88.03358,447.41174,0,-8,0.0,-4.0,7
46,210.43509,510.40463,-2,-4,-1.0,-2.0,7
47,273.99408,510.10785,-2,-2,-1.0,-1.0,7
48,338.79437,509.97195,-2,0,-1.0,0.0,7
49,405.0753,510.05875,-2,2,-1.0,1.0,7
50,473.964,510.7922,-2,4,-1.0,2.0,7
51,149.28246,511.79916,-2,-6,-1.0,-3.0,7
52,544.98914,511.97226,-2,6,-1.0,3.0,7
53,86.09501,513.0203,-2,-8,-1.0,-4.0,7
54,618.2083,514.1143,-2,8,-1.0,4.0,7
56,273.32996,577.30225,-4,-2,-2.0,-1.0,7
57,148.2136,578.25165,-4,-6,-2.0,-3.0,7
58,210.22849,577.6895,-4,-4,-2.0,-2.0,7
59,338.8995,577.92993,-4,0,-2.0,0.0,7
60,405.86584,578.79474,-4,2,-2.0,1.0,7
61,85.013535,579.8096,-4,-8,-2.0,-4.0,7
62,474.7103,579.9411,-4,4,-2.0,2.0,7
63,546.2626,582.09607,-4,6,-2.0,3.0,7
66,210.12222,645.1678,-6,-4,-3.0,-2.0,7
67,147.23344,645.9397,-6,-6,-3.0,-3.0,7
68,274.06363,645.8065,-6,-2,-3.0,-1.0,7
69,339.25482,646.1868,-6,0,-3.0,0.0,7
70,82.1927,647.61865,-6,-8,-3.0,-4.0,7
71,406.9811,648.078,-6,2,-3.0,1.0,7
72,476.02744,649.1643,-6,4,-3.0,2.0,7
73,549.21454,653.1384,-6,6,-3.0,3.0,7
75,211.02977,714.95135,-8,-4,-4.0,-2.0,7
76,275.46042,715.1393,-8,-2,-4.0,-1.0,7
77,146.18314,715.6162,-8,-6,-4.0,-3.0,7
78,341.7831,716.86383,-8,0,-4.0,0.0,7
79,409.89056,719.0831,-8,2,-4.0,1.0,7
80,481.1564,722.789,-8,4,-4.0,2.0,7
81,554.0246,726.2615,-8,6,-4.0,3.0,7
83,144.38893,786.2379,-10,-6,-5.0,-3.0,7
84,210.36783,785.9483,-10,-4,-5.0,-2.0,7
85,276.84723,786.6742,-10,-2,-5.0,-1.0,7
86,343.8911,788.1007,-10,0,-5.0,0.0,7
87,413.02777,791.1557,-10,2,-5.0,1.0,7
88,484.82742,795.941,-10,4,-5.0,2.0,7
90,278.04843,860.33936,-12,-2,-6.0,-1.0,7
91,346.1944,862.47723,-12,0,-6.0,0.0,7
92,417.08145,866.6708,-12,2,-6.0,1.0,7
93,490.22876,872.88293,-12,4,-6.0,2.0,7
1,429.05154,118.90281,10,2,5.0,1.0,8
2,363.35318,121.284325,10,0,5.0,0.0,8
4,561.88214,180.82489,8,6,4.0,3.0,8
5,492.253,181.98349,8,4,4.0,2.0,8
6,425.16653,183.40082,8,2,4.0,1.0,8
7,359.84067,185.26909,8,0,4.0,0.0,8
8,295.95145,187.57092,8,-2,4.0,-1.0,8
11,559.0855,246.08469,6,6,3.0,3.0,8
12,630.873,245.91165,6,8,3.0,4.0,8
13,489.83566,246.9189,6,4,3.0,2.0,8
14,422.15198,248.06856,6,2,3.0,1.0,8
15,356.3038,249.4313,6,0,3.0,0.0,8
16,292.30847,251.4949,6,-2,3.0,-1.0,8
17,229.4605,253.60999,6,-4,3.0,-2.0,8
19,487.27682,312.26263,4,4,2.0,2.0,8
20,557.9514,312.28397,4,6,2.0,3.0,8
21,629.04803,311.95306,4,8,2.0,4.0,8
22,419.97476,313.22433,4,2,2.0,1.0,8
23,354.00632,314.4531,4,0,2.0,0.0,8
25,289.38956,316.24393,4,-2,2.0,-1.0,8
26,227.1503,318.3029,4,-4,2.0,-2.0,8
28,166.19598,320.84686,4,-6,2.0,-3.0,8
29,418.11667,379.35916,2,2,1.0,1.0,8
30,486.2834,379.10403,2,4,1.0,2.0,8
31,556.9177,379.37662,2,6,1.0,3.0,8
32,352.0341,380.32898,2,0,1.0,0.0,8
33,629.16864,380.27844,2,8,1.0,4.0,8
34,287.23773,381.4225,2,-2,1.0,-1.0,8
36,225.02917,383.26306,2,-4,1.0,-2.0,8
37,164.0775,385.1314,2,-6,1.0,-3.0,8
38,99.64858,387.2398,2,-8,1.0,-4.0,8
39,350.35318,446.99915,0,0,0.0,0.0,8
40,417.09195,446.7418,0,2,0.0,1.0,8
41,485.94846,446.9785,0,4,0.0,2.0,8
42,286.08188,447.8829,0,-2,0.0,-1.0,8
43,557.0749,447.78888,0,6,0.0,3.0,8
44,223.04443,448.8394,0,-4,0.0,-2.0,8
45,630.07446,449.17996,0,8,0.0,4.0,8
46,161.41081,450.21408,0,-6,0.0,-3.0,8
47,99.045715,451.9641,0,-8,0.0,-4.0,8
49,221.34668,515.00055,-2,-4,-1.0,-2.0,8
50,285.0075,514.9033,-2,-2,-1.0,-1.0,8
51,350.01843,514.74994,-2,0,-1.0,0.0,8
52,416.9956,514.96173,-2,2,-1.0,1.0,8
53,160.14021,516.0853,-2,-6,-1.0,-3.0,8
54,486.09296,515.7789,-2,4,-1.0,2.0,8
55,97.06445,517.2565,-2,-8,-1.0,-4.0,8
56,557.8966,517.1218,-2,6,-1.0,3.0,8
57,632.84814,520.01337,-2,8,-1.0,4.0,8
59,221.13751,582.1985,-4,-4,-2.0,-2.0,8
60,285.02228,582.1857,-4,-2,-2.0,-1.0,8
61,159.10611,582.8856,-4,-6,-2.0,-3.0,8
62,350.1541,582.8182,-4,0,-2.0,0.0,8
63,95.35222,584.02094,-4,-8,-2.0,-4.0,8
64,417.86707,583.8327,-4,2,-2.0,1.0,8
65,486.8714,584.9722,-4,4,-2.0,2.0,8
66,559.28644,587.36505,-4,6,-2.0,3.0,8
69,221.09549,649.9827,-6,-4,-3.0,-2.0,8
70,158.16663,650.6831,-6,-6,-3.0,-3.0,8
71,285.19803,650.7492,-6,-2,-3.0,-1.0,8
72,93.14085,651.8006,-6,-8,-3.0,-4.0,8
73,351.1339,651.6815,-6,0,-3.0,0.0,8
74,419.01053,653.2118,-6,2,-3.0,1.0,8
75,488.95908,654.8976,-6,4,-3.0,2.0,8
76,563.01355,659.1162,-6,6,-3.0,3.0,8
78,157.2309,720.19806,-8,-6,-4.0,-3.0,8
79,222.15852,719.8826,-8,-4,-4.0,-2.0,8
80,91.15693,720.9597,-8,-8,-4.0,-4.0,8
81,287.30515,720.71027,-8,-2,-4.0,-1.0,8
82,353.1061,721.98663,-8,0,-4.0,0.0,8
83,422.2645,724.8934,-8,2,-4.0,1.0,8
84,494.09808,728.8916,-8,4,-4.0,2.0,8
85,568.2416,732.95404,-8,6,-4.0,3.0,8
86,155.49298,791.30865,-10,-6,-5.0,-3.0,8
87,222.07726,791.2192,-10,-4,-5.0,-2.0,8
88,288.12622,791.9172,-10,-2,-5.0,-1.0,8
89,355.9601,793.96326,-10,0,-5.0,0.0,8
90,426.00885,797.77484,-10,2,-5.0,1.0,8
91,499.4998,803.5156,-10,4,-5.0,2.0,8
93,290.00592,866.359,-12,-2,-6.0,-1.0,8
94,358.33337,868.7191,-12,0,-6.0,0.0,8
95,430.2117,873.76587,-12,2,-6.0,1.0,8
1,440.16656,122.242645,10,2,5.0,1.0,9
2,375.046,125.25461,10,0,5.0,0.0,9
3,574.0995,184.87733,8,6,4.0,3.0,9
4,504.21732,186.01828,8,4,4.0,2.0,9
5,437.0133,187.85345,8,2,4.0,1.0,9
6,371.06784,189.24387,8,0,4.0,0.0,9
7,306.42374,191.3494,8,-2,4.0,-1.0,9
10,571.2916,250.22786,6,6,3.0,3.0,9
11,643.92706,250.01196,6,8,3.0,4.0,9
12,501.91714,251.03978,6,4,3.0,2.0,9
13,433.95798,252.06244,6,2,3.0,1.0,9
14,368.08505,253.9574,6,0,3.0,0.0,9
15,303.3373,255.42542,6,-2,3.0,-1.0,9
16,241.06862,258.139,6,-4,3.0,-2.0,9
18,431.33884,317.34927,4,2,2.0,1.0,9
19,499.90695,316.95114,4,4,2.0,2.0,9
20,570.1804,316.9449,4,6,2.0,3.0,9
21,642.25366,316.87103,4,8,2.0,4.0,9
22,365.20255,318.54794,4,0,2.0,0.0,9
24,300.40884,320.25882,4,-2,2.0,-1.0,9
25,238.11765,322.3118,4,-4,2.0,-2.0,9
26,176.33113,324.48538,4,-6,2.0,-3.0,9
28,430.1193,384.0115,2,2,1.0,1.0,9
29,499.07104,383.91693,2,4,1.0,2.0,9
30,569.8865,384.20712,2,6,1.0,3.0,9
31,363.87967,384.97244,2,0,1.0,0.0,9
32,643.0364,385.28546,2,8,1.0,4.0,9
33,298.338,385.87906,2,-2,1.0,-1.0,9
34,235.37268,387.2122,2,-4,1.0,-2.0,9
36,174.3089,389.1666,2,-6,1.0,-3.0,9
37,110.61444,391.40582,2,-8,1.0,-4.0,9
38,429.09567,451.17587,0,2,0.0,1.0,9
39,297.15594,452.15363,0,-2,0.0,-1.0,9
40,362.21384,451.75323,0,0,0.0,0.0,9
41,498.7515,451.94904,0,4,0.0,2.0,9
42,233.3734,453.02237,0,-4,0.0,-2.0,9
43,570.11884,452.83466,0,6,0.0,3.0,9
44,171.62892,454.33182,0,-6,0.0,-3.0,9
45,643.3834,454.28745,0,8,0.0,4.0,9
46,109.447464,456.00955,0,-8,0.0,-4.0,9
48,232.3263,519.41675,-2,-4,-1.0,-2.0,9
49,296.1451,519.23486,-2,-2,-1.0,-1.0,9
50,361.30276,519.1111,-2,0,-1.0,0.0,9
51,170.38951,520.2586,-2,-6,-1.0,-3.0,9
52,429.05737,519.8536,-2,2,-1.0,1.0,9
53,499.01752,520.8996,-2,4,-1.0,2.0,9
54,108.19351,521.8106,-2,-8,-1.0,-4.0,9
55,571.0079,522.2984,-2,6,-1.0,3.0,9
56,646.2726,525.3269,-2,8,-1.0,4.0,9
58,169.40068,587.2371,-4,-6,-2.0,-3.0,9
59,232.19836,586.9416,-4,-4,-2.0,-2.0,9
60,296.20187,587.0797,-4,-2,-2.0,-1.0,9
61,362.05542,587.8322,-4,0,-2.0,0.0,9
62,107.114555,588.80176,-4,-8,-2.0,-4.0,9
63,430.00598,588.8855,-4,2,-2.0,1.0,9
64,499.83777,590.20355,-4,4,-2.0,2.0,9
65,573.24945,593.25793,-4,6,-2.0,3.0,9
67,169.20187,655.19,-6,-6,-3.0,-3.0,9
68,232.25085,654.9112,-6,-4,-3.0,-2.0,9
69,297.06018,655.76447,-6,-2,-3.0,-1.0,9
70,104.30653,656.566,-6,-8,-3.0,-4.0,9
71,363.13187,656.77673,-6,0,-3.0,0.0,9
72,431.8744,658.9304,-6,2,-3.0,1.0,9
73,502.14282,660.68756,-6,4,-3.0,2.0,9
74,577.0941,665.1406,-6,6,-3.0,3.0,9
76,168.43121,725.1287,-8,-6,-4.0,-3.0,9
77,233.38396,724.95087,-8,-4,-4.0,-2.0,9
78,102.84808,725.9517,-8,-8,-4.0,-4.0,9
79,299.23752,725.8917,-8,-2,-4.0,-1.0,9
80,365.80005,727.82654,-8,0,-4.0,0.0,9
81,435.19467,730.88495,-8,2,-4.0,1.0,9
82,508.89557,735.6125,-8,4,-4.0,2.0,9
84,167.26608,796.3802,-10,-6,-5.0,-3.0,9
85,233.97064,796.93713,-10,-4,-5.0,-2.0,9
86,300.75525,797.80896,-10,-2,-5.0,-1.0,9
87,368.2883,799.9525,-10,0,-5.0,0.0,9
88,439.78598,804.6203,-10,2,-5.0,1.0,9
89,513.58826,810.57666,-10,4,-5.0,2.0,9
90,302.1204,872.42285,-12,-2,-6.0,-1.0,9
91,371.19766,875.1032,-12,0,-6.0,0.0,9
92,443.9625,881.0597,-12,2,-6.0,1.0,9
0,451.7036,126.11954,10,2,5.0,1.0,10
1,385.9679,129.09229,10,0,5.0,0.0,10
2,586.1376,188.17992,8,6,4.0,3.0,10
3,516.0031,189.89212,8,4,4.0,2.0,10
4,447.9815,191.17719,8,2,4.0,1.0,10
5,381.37152,192.38905,8,0,4.0,0.0,10
6,317.2556,195.12445,8,-2,4.0,-1.0,10
7,254.10854,196.79637,8,-4,4.0,-2.0,10
9,583.8699,254.24689,6,6,3.0,3.0,10
10,656.2217,254.03485,6,8,3.0,4.0,10
11,513.18097,254.85287,6,4,3.0,2.0,10
12,445.10495,255.9202,6,2,3.0,1.0,10
13,378.87665,257.2916,6,0,3.0,0.0,10
14,314.10385,259.31488,6,-2,3.0,-1.0,10
15,251.09827,261.39133,6,-4,3.0,-2.0,10
18,442.95273,321.23013,4,2,2.0,1.0,10
19,511.82275,320.98154,4,4,2.0,2.0,10
20,582.9132,321.06543,4,6,2.0,3.0,10
21,655.2655,321.0628,4,8,2.0,4.0,10
22,376.11432,322.34674,4,0,2.0,0.0,10
24,311.2299,324.0734,4,-2,2.0,-1.0,10
25,247.51436,325.52136,4,-4,2.0,-2.0,10
28,374.1975,388.44,2,0,1.0,0.0,10
29,441.25806,388.0028,2,2,1.0,1.0,10
30,511.02658,388.0899,2,4,1.0,2.0,10
31,309.11353,389.49298,2,-2,1.0,-1.0,10
32,582.1189,388.83923,2,6,1.0,3.0,10
33,656.12195,389.9611,2,8,1.0,4.0,10
34,246.12822,391.14685,2,-4,1.0,-2.0,10
36,185.7598,393.1997,2,-6,1.0,-3.0,10
38,308.0032,456.1916,0,-2,0.0,-1.0,10
39,373.21457,455.8251,0,0,0.0,0.0,10
40,440.91965,455.78076,0,2,0.0,1.0,10
41,510.17126,456.12045,0,4,0.0,2.0,10
42,244.15524,457.01395,0,-4,0.0,-2.0,10
43,582.9837,457.32828,0,6,0.0,3.0,10
44,182.40736,458.21756,0,-6,0.0,-3.0,10
45,657.985,459.8395,0,8,0.0,4.0,10
48,242.46315,523.3811,-2,-4,-1.0,-2.0,10
49,180.499,524.24567,-2,-6,-1.0,-3.0,10
50,307.072,523.8105,-2,-2,-1.0,-1.0,10
51,372.96655,523.827,-2,0,-1.0,0.0,10
52,440.92035,524.1975,-2,2,-1.0,1.0,10
53,118.356094,525.2495,-2,-8,-1.0,-4.0,10
54,511.01544,525.25146,-2,4,-1.0,2.0,10
55,583.3387,527.1726,-2,6,-1.0,3.0,10
56,660.9848,531.042,-2,8,-1.0,4.0,10
58,179.532,591.3141,-4,-6,-2.0,-3.0,10
59,242.37703,591.1465,-4,-4,-2.0,-2.0,10
60,307.17575,591.30206,-4,-2,-2.0,-1.0,10
61,373.16708,592.1544,-4,0,-2.0,0.0,10
62,117.22085,592.76746,-4,-8,-2.0,-4.0,10
63,441.98334,593.6964,-4,2,-2.0,1.0,10
64,512.03156,595.1019,-4,4,-2.0,2.0,10
65,586.3414,598.3377,-4,6,-2.0,3.0,10
67,243.14096,659.16907,-6,-4,-3.0,-2.0,10
68,180.08861,659.701,-6,-6,-3.0,-3.0,10
69,308.06616,660.047,-6,-2,-3.0,-1.0,10
70,115.24603,660.64343,-6,-8,-3.0,-4.0,10
71,374.86728,661.605,-6,0,-3.0,0.0,10
72,443.9132,663.8763,-6,2,-3.0,1.0,10
73,514.9757,665.8099,-6,4,-3.0,2.0,10
74,591.0914,670.9772,-6,6,-3.0,3.0,10
76,113.78797,730.0739,-8,-8,-4.0,-4.0,10
77,179.97577,729.7727,-8,-6,-4.0,-3.0,10
78,244.39268,729.74457,-8,-4,-4.0,-2.0,10
79,310.3314,730.7365,-8,-2,-4.0,-1.0,10
80,377.18283,732.8708,-8,0,-4.0,0.0,10
81,447.86954,736.1364,-8,2,-4.0,1.0,10
82,521.9214,741.60547,-8,4,-4.0,2.0,10
84,178.25746,801.1584,-10,-6,-5.0,-3.0,10
85,245.06195,801.8608,-10,-4,-5.0,-2.0,10
86,311.99393,802.8665,-10,-2,-5.0,-1.0,10
87,380.83398,805.7896,-10,0,-5.0,0.0,10
88,451.3412,809.3654,-10,2,-5.0,1.0,10
90,245.2334,876.4506,-12,-4,-6.0,-2.0,10
91,314.11102,878.41656,-12,-2,-6.0,-1.0,10
92,383.9452,881.94556,-12,0,-6.0,0.0,10
93,457.06204,888.03955,-12,2,-6.0,1.0,10
0,464.7624,130.40015,10,2,5.0,1.0,11
1,398.9007,133.24367,10,0,5.0,0.0,11
2,600.2875,193.16623,8,6,4.0,3.0,11
3,529.928,194.34209,8,4,4.0,2.0,11
4,461.1589,195.5602,8,2,4.0,1.0,11
5,394.35583,197.30295,8,0,4.0,0.0,11
6,330.08978,199.55374,8,-2,4.0,-1.0,11
9,598.82556,259.42822,6,6,3.0,3.0,11
10,672.1333,259.31073,6,8,3.0,4.0,11
11,458.2312,260.3725,6,2,3.0,1.0,11
12,527.766,259.99548,6,4,3.0,2.0,11
13,391.95435,262.191,6,0,3.0,0.0,11
14,326.34857,263.60526,6,-2,3.0,-1.0,11
15,263.20447,265.64813,6,-4,3.0,-2.0,11
18,456.28452,326.33307,4,2,2.0,1.0,11
19,525.9031,326.09998,4,4,2.0,2.0,11
20,597.27466,326.42877,4,6,2.0,3.0,11
21,389.2339,327.35852,4,0,2.0,0.0,11
22,671.23816,327.0539,4,8,2.0,4.0,11
23,323.51178,328.51053,4,-2,2.0,-1.0,11
24,260.33804,330.49664,4,-4,2.0,-2.0,11
27,455.12604,393.2235,2,2,1.0,1.0,11
28,321.5078,394.4294,2,-2,1.0,-1.0,11
29,387.94647,393.98618,2,0,1.0,0.0,11
30,525.8578,393.89706,2,4,1.0,2.0,11
31,597.15375,394.327,2,6,1.0,3.0,11
32,258.92044,396.18875,2,-4,1.0,-2.0,11
33,672.1812,396.0119,2,8,1.0,4.0,11
34,197.1158,397.5438,2,-6,1.0,-3.0,11
36,320.37103,461.29016,0,-2,0.0,-1.0,11
37,386.4175,461.11435,0,0,0.0,0.0,11
38,454.8734,461.17993,0,2,0.0,1.0,11
39,256.35046,462.11447,0,-4,0.0,-2.0,11
40,525.01544,462.06512,0,4,0.0,2.0,11
41,195.20642,463.36148,0,-6,0.0,-3.0,11
42,598.7587,463.7972,0,6,0.0,3.0,11
44,674.1892,466.12524,0,8,0.0,4.0,11
45,193.32132,529.4704,-2,-6,-1.0,-3.0,11
46,255.39561,529.0012,-2,-4,-1.0,-2.0,11
47,320.0862,529.07574,-2,-2,-1.0,-1.0,11
48,386.23096,529.1491,-2,0,-1.0,0.0,11
49,454.97025,530.1688,-2,2,-1.0,1.0,11
51,526.08136,531.7577,-2,4,-1.0,2.0,11
52,599.932,533.968,-2,6,-1.0,3.0,11
54,193.10646,596.91925,-4,-6,-2.0,-3.0,11
55,255.35799,596.8696,-4,-4,-2.0,-2.0,11
56,320.2832,597.1556,-4,-2,-2.0,-1.0,11
57,129.3691,598.0549,-4,-8,-2.0,-4.0,11
58,387.11652,598.1693,-4,0,-2.0,0.0,11
59,456.09732,599.8206,-4,2,-2.0,1.0,11
60,527.0611,601.3408,-4,4,-2.0,2.0,11
61,602.3963,605.2549,-4,6,-2.0,3.0,11
63,193.02167,665.0663,-6,-6,-3.0,-3.0,11
64,256.15125,665.05426,-6,-4,-3.0,-2.0,11
65,128.24228,665.6855,-6,-8,-3.0,-4.0,11
66,321.8225,666.0129,-6,-2,-3.0,-1.0,11
67,388.86597,667.71313,-6,0,-3.0,0.0,11
68,458.10837,670.08276,-6,2,-3.0,1.0,11
69,530.20935,672.2534,-6,4,-3.0,2.0,11
72,192.47969,735.30383,-8,-6,-4.0,-3.0,11
73,258.10574,735.39355,-8,-4,-4.0,-2.0,11
74,126.93088,735.8781,-8,-8,-4.0,-4.0,11
75,324.18048,736.9654,-8,-2,-4.0,-1.0,11
76,391.8041,739.7645,-8,0,-4.0,0.0,11
77,462.32584,743.00653,-8,2,-4.0,1.0,11
78,538.78723,749.62177,-8,4,-4.0,2.0,11
80,191.97011,807.4625,-10,-6,-5.0,-3.0,11
81,258.97025,808.7427,-10,-4,-5.0,-2.0,11
82,326.01703,809.80396,-10,-2,-5.0,-1.0,11
83,395.19562,812.8654,-10,0,-5.0,0.0,11
84,467.15845,817.3999,-10,2,-5.0,1.0,11
86,259.1445,883.5602,-12,-4,-6.0,-2.0,11
87,328.0918,885.7546,-12,-2,-6.0,-1.0,11
88,401.19672,894.895,-12,0,-6.0,0.0,11
