,X,Y,Z,u,v
0,-5.0,-5.0,-5.0,-0.22247318543631273,1.676454232016196
1,-4.615384615384615,-5.0,-5.0,-0.2847180841144145,1.6437171632030072
2,-4.230769230769231,-5.0,-5.0,-0.3477332678839482,1.6105749708121513
3,-3.846153846153846,-5.0,-5.0,-0.4115331242682211,1.577020087872671
4,-3.4615384615384617,-5.0,-5.0,-0.4761324013457044,1.543044757783302
5,-3.0769230769230766,-5.0,-5.0,-0.5415462191157522,1.50864102833479
6,-2.692307692307692,-5.0,-5.0,-0.6077900812969799,1.4738007455046538
7,-2.3076923076923075,-5.0,-5.0,-0.6748798875776485,1.4385155470142201
8,-1.923076923076923,-5.0,-5.0,-0.7428319463383789,1.4027768556372424
9,-1.5384615384615383,-5.0,-5.0,-0.8116629878685855,1.366575872248855
10,-1.1538461538461537,-5.0,-5.0,-0.8813901780991251,1.3299035686030214
11,-0.7692307692307692,-5.0,-5.0,-0.9520311328748396,1.2927506798260409
12,-0.38461538461538414,-5.0,-5.0,-1.0236039327919173,1.2551076966129877
13,0.0,-5.0,-5.0,-1.0961271386263252,1.2169648571132854
14,0.384615384615385,-5.0,-5.0,-1.169619807380965,1.1783121384908684
15,0.7692307692307692,-5.0,-5.0,-1.2441015089806966,1.1391392481436045
16,1.1538461538461542,-5.0,-5.0,-1.3195923436459525,1.0994356145658222
17,1.5384615384615392,-5.0,-5.0,-1.3961129599773376,1.0591903778368965
18,1.9230769230769234,-5.0,-5.0,-1.4736845737853976,1.0183923797179282
19,2.3076923076923084,-5.0,-5.0,-1.5523289877016233,0.9770301533375333
20,2.6923076923076925,-5.0,-5.0,-1.632068611608768,0.9350919124467277
21,3.0769230769230766,-5.0,-5.0,-1.7129264839306957,0.8925655402217497
22,3.4615384615384617,-5.0,-5.0,-1.7949262938242423,0.8494385775924758
23,3.8461538461538467,-5.0,-5.0,-1.8780924043179974,0.8056982110728147
24,4.230769230769232,-5.0,-5.0,-1.9624498764454799,0.7613312600681115
25,4.615384615384617,-5.0,-5.0,-2.0480244944229256,0.7163241636331459
26,5.0,-5.0,-5.0,-2.134842791924821,0.670662966652784
27,-5.0,-5.0,-5.0,-0.22247318543631273,1.676454232016196
28,-5.0,-4.615384615384615,-5.0,-0.22056670983203092,1.6021016834492066
29,-5.0,-4.230769230769231,-5.0,-0.21869263154230845,1.5290126301500306
30,-5.0,-3.846153846153846,-5.0,-0.21685013171861883,1.4571551370261349
