x,y,z,Xcam0,Ycam0,Xcam1,Ycam1,Xcam2,Ycam2,Xcam3,Ycam3
-20,0,-4,188.937182,761.2163026,294.4654126,916.4114741,188.937182,838.7856974,294.4654126,683.5905259
-20,4,-4,194.2278359,844.1409703,286.8627394,997.1540217,183.6803754,921.1798514,302.0210013,763.8330222
-20,8,-4,199.5526648,927.6012921,279.21254,1078.401309,178.4570921,1003.048566,309.5299415,843.5800982
-20,12,-4,204.9120011,1011.602475,271.5143676,1160.158085,173.2670126,1084.396853,316.9926639,922.8363279
-20,16,-4,210.3061812,1096.149793,263.7677695,1242.429156,168.1098212,1165.229657,324.4095939,1001.606229
-20,20,-4,215.735546,1181.248591,255.9722872,1325.219391,162.9852063,1245.551863,331.7811516,1079.894265
-20,24,-4,221.200441,1266.90428,248.1274565,1408.533719,157.8928602,1325.368294,339.1077522,1157.704842
-20,28,-4,226.7012161,1353.122347,240.2328075,1492.377132,152.8324791,1404.683713,346.3898057,1235.042317
-20,32,-4,232.2382257,1439.908347,232.287864,1576.754687,147.803763,1483.50282,353.6277171,1311.91099
-16,-32,-4,227.9149137,134.1552419,429.2864441,271.4162377,316.270799,145.9919407,311.4152292,36.52587031
-16,-28,-4,233.1780195,212.7751952,422.2564936,348.4759087,310.4775497,232.5311446,319.1342106,121.1384393
-16,-24,-4,238.4741589,291.888602,415.1835341,426.0070291,304.7220843,318.5059352,326.8041679,205.2136242
-16,-20,-4,243.8036439,371.5001227,408.0671695,504.0139386,299.0040344,403.9218163,334.4255666,288.7565283
-16,-16,-4,249.1667903,451.6144763,400.9069992,582.5010305,293.3230362,488.7842204,341.9988665,371.7721905
-16,-12,-4,254.5639181,532.236442,393.7026174,661.4727521,287.6787308,573.0985096,349.5245213,454.2655862
-16,-8,-4,259.9953513,613.3708594,386.4536134,740.933606,282.0707638,656.8699772,357.0029793,536.2416284
-16,-4,-4,265.461418,695.0226301,379.1595712,820.8881507,276.4987855,740.1038485,364.4346832,617.7051688
-16,0,-4,270.9624506,777.1967181,371.8200699,901.3410014,270.9624506,822.8052819,371.8200699,698.6609986
-16,4,-4,276.4987855,859.8981515,364.4346832,982.2968312,265.461418,904.9793699,379.1595712,779.1138493
-16,8,-4,282.0707638,943.1320228,357.0029793,1063.760372,259.9953513,986.6311406,386.4536134,859.068394
-16,12,-4,287.6787308,1026.90349,349.5245213,1145.736414,254.5639181,1067.765558,393.7026174,938.5292479
-16,16,-4,293.3230362,1111.21778,341.9988665,1228.229809,249.1667903,1148.387524,400.9069992,1017.50097
-16,20,-4,299.0040344,1196.080184,334.4255666,1311.245472,243.8036439,1228.501877,408.0671695,1095.988061
-16,24,-4,304.7220843,1281.496065,326.8041679,1394.788376,238.4741589,1308.113398,415.1835341,1173.994971
-16,28,-4,310.4775497,1367.470855,319.1342106,1478.863561,233.1780195,1387.226805,422.2564936,1251.526091
-16,32,-4,316.270799,1454.010059,311.4152292,1563.47613,227.9149137,1465.846758,429.2864441,1328.585762
-12,-32,-4,307.5122105,151.6980536,505.4213038,254.6365283,399.7361529,131.9854152,391.0661028,49.89227857
-12,-28,-4,313.0065955,230.1197806,498.6020837,331.8880817,393.6902374,218.2791727,398.5559587,134.7411308
-12,-24,-4,318.5353544,309.0321285,491.7410116,409.6137548,387.6836216,304.012005,405.9980893,219.049327
-12,-20,-4,324.0988108,388.4397158,484.8377011,487.8179256,381.7159233,389.1893634,413.3929494,302.8220184
-12,-16,-4,329.6972924,468.3472193,477.891761,566.5050265,375.7867657,473.816629,420.7409878,386.0642908
-12,-12,-4,335.3311309,548.7593748,470.9027951,645.6795446,369.8957765,557.8991136,428.0426479,468.7811661
-12,-8,-4,341.0006623,629.6809781,463.8704025,725.3460229,364.0425884,641.4420608,435.2983673,550.9776027
-12,-4,-4,346.7062269,711.1168859,456.794177,805.5090609,358.2268387,724.4506471,442.5085783,632.658497
-12,0,-4,352.4481694,793.072017,449.6737078,886.1733158,352.4481694,806.929983,449.6737078,713.8286842
-12,4,-4,358.2268387,875.5513529,442.5085783,967.343503,346.7062269,888.8851141,456.794177,794.4929391
-12,8,-4,364.0425884,958.5599392,435.2983673,1049.024397,341.0006623,970.3210219,463.8704025,874.6559771
-12,12,-4,369.8957765,1042.102886,428.0426479,1131.220834,335.3311309,1051.242625,470.9027951,954.3224554
-12,16,-4,375.7867657,1126.185371,420.7409878,1213.937709,329.6972924,1131.654781,477.891761,1033.496974
-12,20,-4,381.7159233,1210.812637,413.3929494,1297.179982,324.0988108,1211.562284,484.8377011,1112.184074
-12,24,-4,387.6836216,1295.989995,405.9980893,1380.952673,318.5353544,1290.969872,491.7410116,1190.388245
-12,28,-4,393.6902374,1381.722827,398.5559587,1465.260869,313.0065955,1369.882219,498.6020837,1268.113918
-12,32,-4,399.7361529,1468.016585,391.0661028,1550.109721,307.5122105,1448.303946,505.4213038,1345.365472
-8,-32,-4,386.6005816,169.1287008,582.0368051,237.7508881,482.640011,118.0731156,471.2456972,63.34741278
-8,-28,-4,392.3231806,247.3531242,575.4311247,315.195214,476.3449484,204.1227664,478.503216,148.4338271
-8,-24,-4,398.081466,326.0653598,568.7847743,393.1163521,470.0906681,289.6149479,485.7143376,232.9762838
-8,-20,-4,403.8757728,405.269985,562.0973769,471.5187195,463.8767751,374.5550599,492.8795053,316.9799824
-8,-16,-4,409.70644,484.9716346,555.3685513,550.4067881,457.7028794,458.9484327,499.999157,400.4500565
-8,-12,-4,415.5738109,565.1750015,548.5979111,629.7850852,451.5685962,542.8003283,507.0737251,483.3915747
-8,-8,-4,421.4782332,645.8848383,541.7850656,709.6581947,445.4735453,626.1159412,514.1036365,565.8095417
-8,-4,-4,427.420059,727.1059575,534.9296187,790.0307577,439.4173516,708.9003997,521.0893126,647.7088991
-8,0,-4,433.3996447,808.8432328,528.0311697,870.9074736,433.3996447,791.1587672,528.0311697,729.0945264
-8,4,-4,439.4173516,891.1016003,521.0893126,952.2931009,427.420059,872.8960425,534.9296187,809.9712423
-8,8,-4,445.4735453,973.8860588,514.1036365,1034.192458,421.4782332,954.1171617,541.7850656,890.3438053
-8,12,-4,451.5685962,1057.201672,507.0737251,1116.610425,415.5738109,1034.826998,548.5979111,970.2169148
-8,16,-4,457.7028794,1141.053567,499.999157,1199.551944,409.70644,1115.030365,555.3685513,1049.595212
-8,20,-4,463.8767751,1225.44694,492.8795053,1283.022018,403.8757728,1194.732015,562.0973769,1128.48328
-8,24,-4,470.0906681,1310.387052,485.7143376,1367.025716,398.081466,1273.93664,568.7847743,1206.885648
-8,28,-4,476.3449484,1395.879234,478.503216,1451.568173,392.3231806,1352.648876,575.4311247,1284.806786
-8,32,-4,482.640011,1481.928884,471.2456972,1536.654587,386.6005816,1430.873299,582.0368051,1362.251112
-4,-32,-4,465.1848924,186.4482559,659.1375137,220.7583109,564.9880206,104.2540943,551.9592944,76.89215932
-4,-28,-4,471.1326845,264.4762928,652.7482235,298.3963045,558.4472761,190.0609677,558.9812157,162.2174246
-4,-24,-4,477.1174485,342.9893571,646.3194701,376.5138257,551.9487645,275.3137961,565.9580974,246.9954003
-4,-20,-4,483.1395302,421.9919853,639.8508868,455.115331,545.492078,360.0179284,572.8903713,331.2313352
-4,-16,-4,489.1992797,501.4887706,633.3421023,534.2053321,539.0768141,444.1786448,579.7784639,414.9304113
-4,-12,-4,495.2970515,581.484364,626.7927406,613.7883971,532.7025755,527.8011579,586.6227962,498.0977445
-4,-8,-4,501.4332045,661.983475,620.2024211,693.8691512,526.3689699,610.890614,593.4237839,580.738386
-4,-4,-4,507.6081025,742.9908725,613.5707585,774.4522778,520.07561,693.4520939,600.1818376,662.8573233
-4,0,-4,513.8221133,824.511386,606.8973623,855.5425189,513.8221133,775.490614,606.8973623,744.4594811
-4,4,-4,520.07561,906.5499061,600.1818376,937.1446767,507.6081025,857.0111275,613.5707585,825.5497222
-4,8,-4,526.3689699,989.111386,593.4237839,1019.263614,501.4332045,938.018525,620.2024211,906.1328488
-4,12,-4,532.7025755,1072.200842,586.6227962,1101.904256,495.2970515,1018.517636,626.7927406,986.2136029
-4,16,-4,539.0768141,1155.823355,579.7784639,1185.071589,489.1992797,1098.513229,633.3421023,1065.796668
-4,20,-4,545.492078,1239.984072,572.8903713,1268.770665,483.1395302,1178.010015,639.8508868,1144.886669
-4,24,-4,551.9487645,1324.688204,565.9580974,1353.0066,477.1174485,1257.012643,646.3194701,1223.488174
-4,28,-4,558.4472761,1409.941032,558.9812157,1437.784575,471.1326845,1335.525707,652.7482235,1301.605695
-4,32,-4,564.9880206,1495.747906,551.9592944,1523.109841,465.1848924,1413.553744,659.1375137,1379.243689
0,-32,-4,543.2699464,203.6577775,736.7280536,203.6577775,646.785753,90.5274164,633.212247,90.5274164
0,-28,-4,549.4399546,281.4903397,730.5580454,281.4903397,640.0027395,176.0928313,639.9952605,176.0928313
0,-24,-4,555.6481934,359.8051677,724.3498066,359.8051677,633.2633778,261.1075944,646.7346222,261.1075944
0,-20,-4,561.8950193,438.6067579,718.1029807,438.6067579,626.5672478,345.5770041,653.4307522,345.5770041
0,-16,-4,568.180793,517.8996625,711.817207,517.8996625,619.9139349,429.5062913,660.0840651,429.5062913
0,-12,-4,574.50588,597.6884907,705.49212,597.6884907,613.3030296,512.9006198,666.6949704,512.9006198
0,-8,-4,580.8706503,677.9779098,699.1273497,677.9779098,606.7341279,595.7650883,673.2638721,595.7650883
0,-4,-4,587.2754784,758.7726455,692.7225216,758.7726455,600.2068306,678.1047305,679.7911694,678.1047305
0,0,-4,593.7207438,840.0774834,686.2772562,840.0774834,593.7207438,759.9245166,686.2772562,759.9245166
0,4,-4,600.2068306,921.8972695,679.7911694,921.8972695,587.2754784,841.2293545,692.7225216,841.2293545
0,8,-4,606.7341279,1004.236912,673.2638721,1004.236912,580.8706503,922.0240902,699.1273497,922.0240902
0,12,-4,613.3030296,1087.10138,666.6949704,1087.10138,574.50588,1002.313509,705.49212,1002.313509
0,16,-4,619.9139349,1170.495709,660.0840651,1170.495709,568.180793,1082.102338,711.817207,1082.102338
0,20,-4,626.5672478,1254.424996,653.4307522,1254.424996,561.8950193,1161.395242,718.1029807,1161.395242
0,24,-4,633.2633778,1338.894406,646.7346222,1338.894406,555.6481934,1240.196832,724.3498066,1240.196832
0,28,-4,640.0027395,1423.909169,639.9952605,1423.909169,549.4399546,1318.51166,730.5580454,1318.51166
0,32,-4,646.785753,1509.474584,633.212247,1509.474584,543.2699464,1396.344223,736.7280536,1396.344223
4,-32,-4,620.8604863,220.7583109,814.8131076,186.4482559,728.0387056,76.89215932,715.0099794,104.2540943
4,-28,-4,627.2497765,298.3963045,808.8653155,264.4762928,721.0167843,162.2174246,721.5507239,190.0609677
4,-24,-4,633.6785299,376.5138257,802.8805515,342.9893571,714.0399026,246.9954003,728.0492355,275.3137961
4,-20,-4,640.1471132,455.115331,796.8584698,421.9919853,707.1076287,331.2313352,734.505922,360.0179284
4,-16,-4,646.6558977,534.2053321,790.7987203,501.4887706,700.2195361,414.9304113,740.9211859,444.1786448
4,-12,-4,653.2052594,613.7883971,784.7009485,581.484364,693.3752038,498.0977445,747.2954245,527.8011579
4,-8,-4,659.7955789,693.8691512,778.5647955,661.983475,686.5742161,580.738386,753.6290301,610.890614
4,-4,-4,666.4272415,774.4522778,772.3898975,742.9908725,679.8161624,662.8573233,759.92239,693.4520939
4,0,-4,673.1006377,855.5425189,766.1758867,824.511386,673.1006377,744.4594811,766.1758867,775.490614
4,4,-4,679.8161624,937.1446767,759.92239,906.5499061,666.4272415,825.5497222,772.3898975,857.0111275
4,8,-4,686.5742161,1019.263614,753.6290301,989.111386,659.7955789,906.1328488,778.5647955,938.018525
4,12,-4,693.3752038,1101.904256,747.2954245,1072.200842,653.2052594,986.2136029,784.7009485,1018.517636
4,16,-4,700.2195361,1185.071589,740.9211859,1155.823355,646.6558977,1065.796668,790.7987203,1098.513229
4,20,-4,707.1076287,1268.770665,734.505922,1239.984072,640.1471132,1144.886669,796.8584698,1178.010015
4,24,-4,714.0399026,1353.0066,728.0492355,1324.688204,633.6785299,1223.488174,802.8805515,1257.012643
4,28,-4,721.0167843,1437.784575,721.5507239,1409.941032,627.2497765,1301.605695,808.8653155,1335.525707
4,32,-4,728.0387056,1523.109841,715.0099794,1495.747906,620.8604863,1379.243689,814.8131076,1413.553744
8,-32,-4,697.9611949,237.7508881,893.3974184,169.1287008,808.7523028,63.34741278,797.357989,118.0731156
8,-28,-4,704.5668753,315.195214,887.6748194,247.3531242,801.494784,148.4338271,803.6530516,204.1227664
8,-24,-4,711.2132257,393.1163521,881.916534,326.0653598,794.2836624,232.9762838,809.9073319,289.6149479
8,-20,-4,717.9006231,471.5187195,876.1222272,405.269985,787.1184947,316.9799824,816.1212249,374.5550599
8,-16,-4,724.6294487,550.4067881,870.29156,484.9716346,779.998843,400.4500565,822.2951206,458.9484327
8,-12,-4,731.4000889,629.7850852,864.4241891,565.1750015,772.9242749,483.3915747,828.4294038,542.8003283
8,-8,-4,738.2129344,709.6581947,858.5197668,645.8848383,765.8943635,565.8095417,834.5244547,626.1159412
8,-4,-4,745.0683813,790.0307577,852.577941,727.1059575,758.9086874,647.7088991,840.5806484,708.9003997
8,0,-4,751.9668303,870.9074736,846.5983553,808.8432328,751.9668303,729.0945264,846.5983553,791.1587672
8,4,-4,758.9086874,952.2931009,840.5806484,891.1016003,745.0683813,809.9712423,852.577941,872.8960425
8,8,-4,765.8943635,1034.192458,834.5244547,973.8860588,738.2129344,890.3438053,858.5197668,954.1171617
8,12,-4,772.9242749,1116.610425,828.4294038,1057.201672,731.4000889,970.2169148,864.4241891,1034.826998
8,16,-4,779.998843,1199.551944,822.2951206,1141.053567,724.6294487,1049.595212,870.29156,1115.030365
8,20,-4,787.1184947,1283.022018,816.1212249,1225.44694,717.9006231,1128.48328,876.1222272,1194.732015
8,24,-4,794.2836624,1367.025716,809.9073319,1310.387052,711.2132257,1206.885648,881.916534,1273.93664
8,28,-4,801.494784,1451.568173,803.6530516,1395.879234,704.5668753,1284.806786,887.6748194,1352.648876
8,32,-4,808.7523028,1536.654587,797.357989,1481.928884,697.9611949,1362.251112,893.3974184,1430.873299
12,-32,-4,774.5766962,254.6365283,972.4857895,151.6980536,888.9318972,49.89227857,880.2618471,131.9854152
12,-28,-4,781.3959163,331.8880817,966.9914045,230.1197806,881.4420413,134.7411308,886.3077626,218.2791727
12,-24,-4,788.2569884,409.6137548,961.4626456,309.0321285,873.9999107,219.049327,892.3143784,304.012005
12,-20,-4,795.1602989,487.8179256,955.8991892,388.4397158,866.6050506,302.8220184,898.2820767,389.1893634
12,-16,-4,802.106239,566.5050265,950.3007076,468.3472193,859.2570122,386.0642908,904.2112343,473.816629
12,-12,-4,809.0952049,645.6795446,944.6668691,548.7593748,851.9553521,468.7811661,910.1022235,557.8991136
12,-8,-4,816.1275975,725.3460229,938.9973377,629.6809781,844.6996327,550.9776027,915.9554116,641.4420608
12,-4,-4,823.203823,805.5090609,933.2917731,711.1168859,837.4894217,632.658497,921.7711613,724.4506471
12,0,-4,830.3242922,886.1733158,927.5498306,793.072017,830.3242922,713.8286842,927.5498306,806.929983
12,4,-4,837.4894217,967.343503,921.7711613,875.5513529,823.203823,794.4929391,933.2917731,888.8851141
12,8,-4,844.6996327,1049.024397,915.9554116,958.5599392,816.1275975,874.6559771,938.9973377,970.3210219
12,12,-4,851.9553521,1131.220834,910.1022235,1042.102886,809.0952049,954.3224554,944.6668691,1051.242625
12,16,-4,859.2570122,1213.937709,904.2112343,1126.185371,802.106239,1033.496974,950.3007076,1131.654781
12,20,-4,866.6050506,1297.179982,898.2820767,1210.812637,795.1602989,1112.184074,955.8991892,1211.562284
12,24,-4,873.9999107,1380.952673,892.3143784,1295.989995,788.2569884,1190.388245,961.4626456,1290.969872
12,28,-4,881.4420413,1465.260869,886.3077626,1381.722827,781.3959163,1268.113918,966.9914045,1369.882219
12,32,-4,888.9318972,1550.109721,880.2618471,1468.016585,774.5766962,1345.365472,972.4857895,1448.303946
16,-32,-4,850.7115559,271.4162377,1052.083086,134.1552419,968.5827708,36.52587031,963.727201,145.9919407
16,-28,-4,857.7415064,348.4759087,1046.81998,212.7751952,960.8637894,121.1384393,969.5204503,232.5311446
16,-24,-4,864.8144659,426.0070291,1041.523841,291.888602,953.1938321,205.2136242,975.2759157,318.5059352
16,-20,-4,871.9308305,504.0139386,1036.194356,371.5001227,945.5724334,288.7565283,980.9939656,403.9218163
16,-16,-4,879.0910008,582.5010305,1030.83121,451.6144763,937.9991335,371.7721905,986.6749638,488.7842204
16,-12,-4,886.2953826,661.4727521,1025.434082,532.236442,930.4734787,454.2655862,992.3192692,573.0985096
16,-8,-4,893.5443866,740.933606,1020.002649,613.3708594,922.9950207,536.2416284,997.9272362,656.8699772
16,-4,-4,900.8384288,820.8881507,1014.536582,695.0226301,915.5633168,617.7051688,1003.499214,740.1038485
16,0,-4,908.1779301,901.3410014,1009.035549,777.1967181,908.1779301,698.6609986,1009.035549,822.8052819
16,4,-4,915.5633168,982.2968312,1003.499214,859.8981515,900.8384288,779.1138493,1014.536582,904.9793699
16,8,-4,922.9950207,1063.760372,997.9272362,943.1320228,893.5443866,859.068394,1020.002649,986.6311406
16,12,-4,930.4734787,1145.736414,992.3192692,1026.90349,886.2953826,938.5292479,1025.434082,1067.765558
16,16,-4,937.9991335,1228.229809,986.6749638,1111.21778,879.0910008,1017.50097,1030.83121,1148.387524
16,20,-4,945.5724334,1311.245472,980.9939656,1196.080184,871.9308305,1095.988061,1036.194356,1228.501877
16,24,-4,953.1938321,1394.788376,975.2759157,1281.496065,864.8144659,1173.994971,1041.523841,1308.113398
16,28,-4,960.8637894,1478.863561,969.5204503,1367.470855,857.7415064,1251.526091,1046.81998,1387.226805
16,32,-4,968.5827708,1563.47613,963.727201,1454.010059,850.7115559,1328.585762,1052.083086,1465.846758
20,-32,-4,926.3702829,288.09101,1132.194237,116.4991796,1047.710136,23.24731325,1047.759774,160.0936528
20,-28,-4,933.6081943,364.9596832,1127.165521,195.3182875,1039.765193,107.6248681,1053.296784,246.879653
20,-24,-4,940.8902478,442.2971577,1122.10514,274.6337058,1031.870543,191.4682815,1058.797559,333.0977197
20,-20,-4,948.2168484,520.1077355,1117.012794,354.450137,1024.025713,274.7826092,1064.262454,418.7534095
20,-16,-4,955.5884061,598.3957709,1111.888179,434.7723433,1016.230231,357.5728437,1069.691819,503.8522069
20,-12,-4,963.0053361,677.1656721,1106.730987,515.6051474,1008.483632,439.8439148,1075.085999,588.3995252
20,-8,-4,970.4680585,756.4219018,1101.540908,596.9534336,1000.78546,521.6006905,1080.445335,672.4007079
20,-4,-4,977.9769987,836.1689778,1096.317625,678.8221486,993.1352606,602.8479783,1085.770164,755.8610297
20,0,-4,985.5325874,916.4114741,1091.060818,761.2163026,985.5325874,683.5905259,1091.060818,838.7856974
20,4,-4,993.1352606,997.1540217,1085.770164,844.1409703,977.9769987,763.8330222,1096.317625,921.1798514
20,8,-4,1000.78546,1078.401309,1080.445335,927.6012921,970.4680585,843.5800982,1101.540908,1003.048566
20,12,-4,1008.483632,1160.158085,1075.085999,1011.602475,963.0053361,922.8363279,1106.730987,1084.396853
20,16,-4,1016.230231,1242.429156,1069.691819,1096.149793,955.5884061,1001.606229,1111.888179,1165.229657
20,20,-4,1024.025713,1325.219391,1064.262454,1181.248591,948.2168484,1079.894265,1117.012794,1245.551863
20,24,-4,1031.870543,1408.533719,1058.797559,1266.90428,940.8902478,1157.704842,1122.10514,1325.368294
20,28,-4,1039.765193,1492.377132,1053.296784,1353.122347,933.6081943,1235.042317,1127.165521,1404.683713
20,32,-4,1047.710136,1576.754687,1047.759774,1439.908347,926.3702829,1311.91099,1132.194237,1483.50282
24,-32,-4,1001.55733,304.6618265,1212.824234,98.72876645,1126.319137,10.05574413,1132.365369,174.2915249
24,-28,-4,1009.000472,381.3403812,1208.033064,177.7479628,1118.151348,94.19954428,1137.64251,261.3256822
24,-24,-4,1016.488866,458.4851112,1203.211626,257.2663509,1110.035095,177.8124164,1142.885,347.7883527
24,-20,-4,1024.022925,536.1002808,1198.359634,337.288676,1101.969893,260.8993696,1148.093179,433.6851469
24,-16,-4,1031.603068,614.1902062,1193.476795,417.8197439,1093.955262,343.4653505,1153.267383,519.021602
24,-12,-4,1039.22972,692.7592569,1188.562814,498.8644215,1085.990727,425.5152436,1158.407944,603.8031829
24,-8,-4,1046.90331,771.8118559,1183.617392,580.4276381,1078.07582,507.0538726,1163.515188,688.0352841
24,-4,-4,1054.624272,851.3524811,1178.640227,662.5143863,1070.210078,588.0860013,1168.589438,771.7232302
24,0,-4,1062.393046,931.3856655,1173.631013,745.1297228,1062.393046,668.6163345,1173.631013,854.8722772
24,4,-4,1070.210078,1011.915999,1168.589438,828.2787698,1054.624272,748.6495189,1178.640227,937.4876137
24,8,-4,1078.07582,1092.948127,1163.515188,911.9667159,1046.90331,828.1901441,1183.617392,1019.574362
24,12,-4,1085.990727,1174.486756,1158.407944,996.1988171,1039.22972,907.2427431,1188.562814,1101.137578
24,16,-4,1093.955262,1256.536649,1153.267383,1080.980398,1031.603068,985.8117938,1193.476795,1182.182256
24,20,-4,1101.969893,1339.10263,1148.093179,1166.316853,1024.022925,1063.901719,1198.359634,1262.713324
24,24,-4,1110.035095,1422.189584,1142.885,1252.213647,1016.488866,1141.516889,1203.211626,1342.735649
24,28,-4,1118.151348,1505.802456,1137.64251,1338.676318,1009.000472,1218.661619,1208.033064,1422.254037
24,32,-4,1126.319137,1589.946256,1132.365369,1425.710475,1001.55733,1295.340173,1212.824234,1501.273234
-24,-32,0,111.1101245,55.95462712,232.6058607,264.2757648,194.2361732,213.8232571,105.0084869,47.37197237
-24,-28,0,116.0591489,135.1513607,224.9949325,341.1235199,188.7830338,301.087089,113.3634187,131.7319532
-24,-24,0,121.0395621,214.8503941,217.3375562,418.4402639,183.3658488,387.7755609,121.6654237,215.557531
-24,-20,0,126.0516637,295.0565212,209.6333051,496.2303033,177.9842637,473.8943447,129.9150033,298.8537677
-24,-16,0,131.0957571,375.7745971,201.8817475,574.4979973,172.6379289,559.4490374,138.1126525,381.6256615
-24,-12,0,136.1721496,457.0095391,194.0824465,653.2477589,167.326499,644.4451634,146.2588601,463.8781481
-24,-8,0,141.2811524,538.7663276,186.2349594,732.4840556,162.0496334,728.8881751,154.3541088,545.616101
-24,-4,0,146.4230808,621.0500073,178.3388385,812.2114101,156.8069958,812.7834539,162.3988752,626.8443334
-24,0,0,151.5982541,703.8656881,170.3936301,892.4344018,151.5982541,896.1363119,170.3936301,707.5675982
-24,4,0,156.8069958,787.2185461,162.3988752,973.1576666,146.4230808,978.9519927,178.3388385,787.7905899
-24,8,0,162.0496334,871.1138249,154.3541088,1054.385899,141.2811524,1061.235672,186.2349594,867.5179444
-24,12,0,167.326499,955.5568366,146.2588601,1136.123852,136.1721496,1142.992461,194.0824465,946.7542411
-24,16,0,172.6379289,1040.552963,138.1126525,1218.376338,131.0957571,1224.227403,201.8817475,1025.504003
-24,20,0,177.9842637,1126.107655,129.9150033,1301.148232,126.0516637,1304.945479,209.6333051,1103.771697
-24,24,0,183.3658488,1212.226439,121.6654237,1384.444469,121.0395621,1385.151606,217.3375562,1181.561736
-24,28,0,188.7830338,1298.914911,113.3634187,1468.270047,116.0591489,1464.850639,224.9949325,1258.87848
-24,32,0,194.2361732,1386.178743,105.0084869,1552.630028,111.1101245,1544.047373,232.6058607,1335.726235
-20,-32,0,191.9148375,73.93353675,307.9354473,247.5150614,279.0330911,199.431712,183.771668,60.73948503
-20,-28,0,197.1023826,152.9294724,300.5304411,324.5536146,273.3189783,286.44622,191.9029884,145.3343037
-20,-24,0,202.322722,232.4248004,293.0801006,402.063806,267.6424129,372.8889567,199.9826297,229.3914748
-20,-20,0,207.5761677,312.4242714,285.5840084,480.0499799,262.0030261,458.7655392,208.0110829,312.9161076
-20,-16,0,212.8630357,392.9326963,278.0417416,558.5165344,256.4004536,544.0815114,215.9888331,395.913247
-20,-12,0,218.1836459,473.9549477,270.4528723,637.4679216,250.8343363,628.842345,223.916359,478.3878742
-20,-8,0,223.5383224,555.4959602,262.8169672,716.9086491,245.3043194,713.0534408,231.7941335,560.3449081
-20,-4,0,228.9273934,637.5607322,255.1335876,796.8432804,239.810053,796.7201297,239.6226233,641.7892058
-20,0,0,234.3511913,720.1543262,247.4022896,877.2764361,234.3511913,879.8476738,247.4022896,722.7255639
-20,4,0,239.810053,803.2818703,239.6226233,958.2127942,228.9273934,962.4412678,255.1335876,803.1587196
-20,8,0,245.3043194,886.9485592,231.7941335,1039.657092,223.5383224,1044.50604,262.8169672,883.0933509
-20,12,0,250.8343363,971.159655,223.916359,1121.614126,218.1836459,1126.047052,270.4528723,962.5340784
-20,16,0,256.4004536,1055.920489,215.9888331,1204.088753,212.8630357,1207.069304,278.0417416,1041.485466
-20,20,0,262.0030261,1141.236461,208.0110829,1287.085892,207.5761677,1287.577729,285.5840084,1119.95202
-20,24,0,267.6424129,1227.113043,199.9826297,1370.610525,202.322722,1367.5772,293.0801006,1197.938194
-20,28,0,273.3189783,1313.55578,191.9029884,1454.667696,197.1023826,1447.072528,300.5304411,1275.448385
-20,32,0,279.0330911,1400.570288,183.771668,1539.262515,191.9148375,1526.068463,307.9354473,1352.486939
-16,-32,0,272.197542,91.79630039,383.7394142,230.6488091,363.2533218,185.138041,263.0563165,74.19549996
-16,-28,0,277.6204226,170.5923745,376.5430829,307.8790426,357.2818992,271.9045936,270.9608818,159.0264232
-16,-24,0,283.0774739,249.8849584,369.3025553,385.5835856,351.3495822,358.1029303,278.815044,243.3164249
-16,-20,0,288.5690198,329.6787599,362.0174231,463.7668211,345.4559879,443.7386143,286.6192835,327.0706624
-16,-16,0,294.0953885,409.9785464,354.6872727,542.433186,339.6007384,528.817137,294.3740748,410.2942276
-16,-12,0,299.6569122,490.7891459,347.3116857,621.5871725,333.7834608,613.343918,302.0798865,492.9921481
-16,-8,0,305.2539275,572.1154482,339.8902382,701.2333285,328.0037867,697.3243072,309.737181,575.1693883
-16,-4,0,310.8867751,653.9624057,332.4225011,781.3762588,322.2613528,780.7635854,317.3464152,656.8308501
-16,0,0,316.5558003,736.3350343,324.9080401,862.0206256,316.5558003,863.6669657,324.9080401,737.9813744
-16,4,0,322.2613528,819.2384146,317.3464152,943.1711499,310.8867751,946.0395943,332.4225011,818.6257412
-16,8,0,328.0037867,902.6776928,309.737181,1024.832612,305.2539275,1027.886552,339.8902382,898.7686715
-16,12,0,333.7834608,986.658082,302.0798865,1107.009852,299.6569122,1109.212854,347.3116857,978.4148275
-16,16,0,339.6007384,1071.184863,294.3740748,1189.707772,294.0953885,1190.023454,354.6872727,1057.568814
-16,20,0,345.4559879,1156.263386,286.6192835,1272.931338,288.5690198,1270.32324,362.0174231,1136.235179
-16,24,0,351.3495822,1241.89907,278.815044,1356.685575,283.0774739,1350.117042,369.3025553,1214.418414
-16,28,0,357.2818992,1328.097406,270.9608818,1440.975577,277.6204226,1429.409625,376.5430829,1292.122957
-16,32,0,363.2533218,1414.863959,263.0563165,1525.8065,272.197542,1508.2057,383.7394142,1369.353191
-12,-32,0,351.96328,109.5440399,460.0222565,213.6760079,446.9027284,170.9412489,342.8676281,87.74089902
-12,-28,0,357.6183577,188.1411834,453.0373931,291.0988091,440.6776031,257.4612041,350.5422469,172.8092034
-12,-24,0,363.3089536,267.2319787,446.0094958,368.9986136,434.4931076,343.4164658,358.1677673,257.3332824
-12,-20,0,369.0354036,346.8210911,438.9381657,447.3798432,428.3488455,428.8125445,365.7446589,341.3183421
-12,-16,0,374.7980475,426.9132451,431.8229989,526.2469747,422.2444253,513.654879,373.2733853,424.769522
