,u,v,j,i,X,Y,Z
59,192.08119,563.9089,0,-4,0.0,-2.0,5
60,261.83438,564.17944,0,-2,0.0,-1.0,5
61,396.8532,564.23883,0,2,0.0,1.0,5
62,461.71262,563.7673,0,4,0.0,2.0,5
63,330.87357,564.77747,0,0,0.0,0.0,5
64,648.0099,626.9764,-2,10,-1.0,5.0,5
65,585.7419,627.9588,-2,8,-1.0,4.0,5
66,523.0167,629.0469,-2,6,-1.0,3.0,5
67,460.0041,630.1436,-2,4,-1.0,2.0,5
69,395.86975,631.2739,-2,2,-1.0,1.0,5
70,120.62588,631.78735,-2,-6,-1.0,-3.0,5
71,191.84364,632.22754,-2,-4,-1.0,-2.0,5
72,261.91895,632.2769,-2,-2,-1.0,-1.0,5
73,329.732,632.0241,-2,0,-1.0,0.0,5
74,583.9819,693.3192,-4,8,-2.0,4.0,5
75,647.73895,692.8904,-4,10,-2.0,5.0,5
76,521.90063,694.95,-4,6,-2.0,3.0,5
77,458.2061,696.20087,-4,4,-2.0,2.0,5
78,394.60236,697.96344,-4,2,-2.0,1.0,5
79,327.93784,698.878,-4,0,-2.0,0.0,5
81,119.86537,699.97723,-4,-6,-2.0,-3.0,5
82,190.92493,699.9527,-4,-4,-2.0,-2.0,5
83,260.8183,699.6892,-4,-2,-2.0,-1.0,5
84,519.25854,760.12146,-6,6,-3.0,3.0,5
85,583.06934,759.72705,-6,8,-3.0,4.0,5
86,647.5246,759.8557,-6,10,-3.0,5.0,5
87,456.28662,761.9788,-6,4,-3.0,2.0,5
88,392.07874,763.82355,-6,2,-3.0,1.0,5
89,326.08176,765.01337,-6,0,-3.0,0.0,5
90,258.90027,766.2992,-6,-2,-3.0,-1.0,5
91,189.8733,766.99194,-6,-4,-3.0,-2.0,5
92,118.753654,767.66235,-6,-6,-3.0,-3.0,5
94,518.60645,826.4336,-8,6,-4.0,3.0,5
95,454.1679,827.9643,-8,4,-4.0,2.0,5
96,390.2543,828.96326,-8,2,-4.0,1.0,5
97,323.92896,830.825,-8,0,-4.0,0.0,5
98,256.4057,832.4644,-8,-2,-4.0,-1.0,5
99,187.26334,834.0714,-8,-4,-4.0,-2.0,5
102,452.69595,894.83124,-10,4,-5.0,2.0,5
103,387.093,896.08417,-10,2,-5.0,1.0,5
104,321.10876,897.9545,-10,0,-5.0,0.0,5
105,253.85628,900.00336,-10,-2,-5.0,-1.0,5
0,236.45883,136.31712,12,-2,6.0,-1.0,6
1,308.41788,141.36932,12,0,6.0,0.0,6
2,377.71414,144.69292,12,2,6.0,1.0,6
3,445.039,146.1003,12,4,6.0,2.0,6
4,511.94196,146.1119,12,6,6.0,3.0,6
6,241.58397,211.62386,10,-2,5.0,-1.0,6
7,311.8444,214.90671,10,0,5.0,0.0,6
8,379.15063,216.2036,10,2,5.0,1.0,6
9,445.87936,217.71725,10,4,5.0,2.0,6
10,511.87448,219.10658,10,6,5.0,3.0,6
11,577.4352,218.81635,10,8,5.0,4.0,6
13,172.8294,278.88867,8,-4,4.0,-2.0,6
14,245.15334,282.24368,8,-2,4.0,-1.0,6
15,315.1005,284.9452,8,0,4.0,0.0,6
16,382.93637,287.0231,8,2,4.0,1.0,6
17,448.7942,288.31363,8,4,4.0,2.0,6
18,641.67804,288.40323,8,10,4.0,5.0,6
19,512.94995,289.1224,8,6,4.0,3.0,6
20,576.87195,289.1476,8,8,4.0,4.0,6
22,176.77428,350.12552,6,-4,3.0,-2.0,6
23,247.96729,352.29507,6,-2,3.0,-1.0,6
24,317.1061,354.0725,6,0,3.0,0.0,6
25,384.88956,355.7357,6,2,3.0,1.0,6
26,450.64032,356.9004,6,4,3.0,2.0,6
27,514.7214,357.32318,6,6,3.0,3.0,6
28,577.84906,356.92703,6,8,3.0,4.0,6
29,641.95844,356.95334,6,10,3.0,5.0,6
31,105.684746,418.06888,4,-6,2.0,-3.0,6
32,178.87733,420.12643,4,-4,2.0,-2.0,6
33,249.98029,421.82022,4,-2,2.0,-1.0,6
34,318.9282,423.05225,4,0,2.0,0.0,6
35,704.9198,423.30566,4,12,2.0,6.0,6
36,385.95053,423.97717,4,2,2.0,1.0,6
37,578.12036,423.7569,4,8,2.0,4.0,6
38,641.10046,424.207,4,10,2.0,5.0,6
39,451.75403,424.71152,4,4,2.0,2.0,6
40,514.95605,424.94376,4,6,2.0,3.0,6
42,106.98385,488.13574,2,-6,1.0,-3.0,6
43,180.77798,490.10153,2,-4,1.0,-2.0,6
45,250.84184,490.94257,2,-2,1.0,-1.0,6
46,638.98804,491.092,2,10,1.0,5.0,6
47,319.85855,491.67203,2,0,1.0,0.0,6
48,386.79883,492.0366,2,2,1.0,1.0,6
49,451.93512,492.08362,2,4,1.0,2.0,6
50,515.6765,492.0187,2,6,1.0,3.0,6
51,577.84534,491.8243,2,8,1.0,4.0,6
53,639.4446,556.8721,0,10,0.0,5.0,6
55,108.79455,558.15857,0,-6,0.0,-3.0,6
56,577.584,557.87396,0,8,0.0,4.0,6
57,180.93324,559.0463,0,-4,0.0,-2.0,6
58,451.10672,559.1666,0,4,0.0,2.0,6
59,514.82117,558.6649,0,6,0.0,3.0,6
60,250.91893,559.6846,0,-2,0.0,-1.0,6
61,320.0161,560.02606,0,0,0.0,0.0,6
62,386.83926,559.9776,0,2,0.0,1.0,6
63,638.0762,622.696,-2,10,-1.0,5.0,6
65,575.919,623.74567,-2,8,-1.0,4.0,6
66,513.86743,624.92957,-2,6,-1.0,3.0,6
68,450.69617,626.0367,-2,4,-1.0,2.0,6
69,108.73523,626.9826,-2,-6,-1.0,-3.0,6
70,385.84088,627.0278,-2,2,-1.0,1.0,6
71,180.92778,627.76245,-2,-4,-1.0,-2.0,6
72,251.08305,627.9588,-2,-2,-1.0,-1.0,6
73,318.9937,627.6995,-2,0,-1.0,0.0,6
74,574.1281,689.1484,-4,8,-2.0,4.0,6
75,638.48596,688.7595,-4,10,-2.0,5.0,6
76,512.0656,690.80804,-4,6,-2.0,3.0,6
77,449.5,692.6133,-4,4,-2.0,2.0,6
78,384.61783,693.8184,-4,2,-2.0,1.0,6
80,249.97206,695.202,-4,-2,-2.0,-1.0,6
81,317.88776,694.6491,-4,0,-2.0,0.0,6
82,108.73141,695.6053,-4,-6,-2.0,-3.0,6
83,179.92825,695.57513,-4,-4,-2.0,-2.0,6
84,573.11224,755.19183,-6,8,-3.0,4.0,6
85,637.65076,755.1794,-6,10,-3.0,5.0,6
86,509.962,756.02716,-6,6,-3.0,3.0,6
87,446.9507,757.9687,-6,4,-3.0,2.0,6
88,382.70694,759.7951,-6,2,-3.0,1.0,6
89,315.95895,760.8815,-6,0,-3.0,0.0,6
90,248.19624,762.16895,-6,-2,-3.0,-1.0,6
91,106.86038,763.0224,-6,-6,-3.0,-3.0,6
92,178.94835,762.7591,-6,-4,-3.0,-2.0,6
93,508.06824,821.7884,-8,6,-4.0,3.0,6
94,572.6527,822.01764,-8,8,-4.0,4.0,6
95,445.01892,823.90515,-8,4,-4.0,2.0,6
96,380.24222,824.82874,-8,2,-4.0,1.0,6
97,313.78723,826.7837,-8,0,-4.0,0.0,6
98,246.21996,827.845,-8,-2,-4.0,-1.0,6
99,176.30354,829.9046,-8,-4,-4.0,-2.0,6
100,104.10755,831.7613,-8,-6,-4.0,-3.0,6
102,507.67596,889.8431,-10,6,-5.0,3.0,6
103,442.78027,890.72833,-10,4,-5.0,2.0,6
104,377.13034,891.99915,-10,2,-5.0,1.0,6
105,310.96863,893.8692,-10,0,-5.0,0.0,6
106,243.0662,895.92834,-10,-2,-5.0,-1.0,6
107,173.79665,898.09436,-10,-4,-5.0,-2.0,6
1,296.3856,134.46301,12,0,6.0,0.0,7
2,365.8613,137.89873,12,2,6.0,1.0,7
3,434.02017,140.62727,12,4,6.0,2.0,7
4,500.95416,140.80766,12,6,6.0,3.0,7
6,228.70041,204.77136,10,-2,5.0,-1.0,7
7,300.5111,209.01389,10,0,5.0,0.0,7
8,368.7872,210.95949,10,2,5.0,1.0,7
9,434.873,211.96172,10,4,5.0,2.0,7
10,566.6626,213.21587,10,8,5.0,4.0,7
11,501.58282,213.8852,10,6,5.0,3.0,7
13,160.59236,272.9477,8,-4,4.0,-2.0,7
14,233.77147,276.84988,8,-2,4.0,-1.0,7
15,303.9724,279.7006,8,0,4.0,0.0,7
16,371.92624,281.7679,8,2,4.0,1.0,7
17,437.94977,283.16382,8,4,4.0,2.0,7
18,502.74924,284.11395,8,6,4.0,3.0,7
19,566.74744,284.0711,8,8,4.0,4.0,7
20,631.6467,283.7805,8,10,4.0,5.0,7
22,164.00658,344.224,6,-4,3.0,-2.0,7
23,236.72182,347.04425,6,-2,3.0,-1.0,7
24,305.964,348.85712,6,0,3.0,0.0,7
25,373.88522,350.23578,6,2,3.0,1.0,7
26,695.8819,350.87875,6,12,3.0,6.0,7
27,439.81415,351.77942,6,4,3.0,2.0,7
28,504.63477,352.2574,6,6,3.0,3.0,7
29,567.633,351.96365,6,8,3.0,4.0,7
30,631.35864,351.9965,6,10,3.0,5.0,7
31,92.73608,412.59866,4,-6,2.0,-3.0,7
32,166.91484,414.88937,4,-4,2.0,-2.0,7
33,238.76389,416.74777,4,-2,2.0,-1.0,7
34,307.8518,417.92163,4,0,2.0,0.0,7
35,375.08838,418.92358,4,2,2.0,1.0,7
36,568.14886,418.84207,4,8,2.0,4.0,7
37,694.5391,418.79547,4,12,2.0,6.0,7
38,440.89572,419.66223,4,4,2.0,2.0,7
39,504.87314,420.004,4,6,2.0,3.0,7
40,631.75446,419.8722,4,10,2.0,5.0,7
41,94.795784,482.90396,2,-6,1.0,-3.0,7
42,168.83662,484.89655,2,-4,1.0,-2.0,7
43,239.71516,485.95078,2,-2,1.0,-1.0,7
44,628.92175,486.44638,2,10,1.0,5.0,7
46,308.8718,486.70297,2,0,1.0,0.0,7
47,375.91602,487.0846,2,2,1.0,1.0,7
48,441.7259,487.20837,2,4,1.0,2.0,7
49,504.96497,487.14944,2,6,1.0,3.0,7
50,567.8591,487.03906,2,8,1.0,4.0,7
52,96.6864,553.0099,0,-6,0.0,-3.0,7
53,566.8527,553.1254,0,8,0.0,4.0,7
54,630.187,552.6774,0,10,0.0,5.0,7
55,169.04497,554.03845,0,-4,0.0,-2.0,7
56,504.80872,554.05,0,6,0.0,3.0,7
57,239.8051,554.7335,0,-2,0.0,-1.0,7
58,309.04047,555.1289,0,0,0.0,0.0,7
59,375.93976,555.02094,0,2,0.0,1.0,7
60,441.61127,554.77106,0,4,0.0,2.0,7
61,628.018,617.95776,-2,10,-1.0,5.0,7
63,565.9594,619.0997,-2,8,-1.0,4.0,7
64,503.12494,620.12946,-2,6,-1.0,3.0,7
65,95.938835,621.86145,-2,-6,-1.0,-3.0,7
66,374.99713,622.26135,-2,2,-1.0,1.0,7
67,440.58224,621.6554,-2,4,-1.0,2.0,7
68,169.66933,622.86475,-2,-4,-1.0,-2.0,7
69,239.92018,623.0227,-2,-2,-1.0,-1.0,7
70,308.01706,622.8579,-2,0,-1.0,0.0,7
71,627.76294,684.09015,-4,10,-2.0,5.0,7
72,564.88306,684.9014,-4,8,-2.0,4.0,7
73,501.34888,686.0996,-4,6,-2.0,3.0,7
74,438.81836,687.94293,-4,4,-2.0,2.0,7
75,373.8201,689.0702,-4,2,-2.0,1.0,7
76,306.96942,689.95197,-4,0,-2.0,0.0,7
77,96.72091,690.6321,-4,-6,-2.0,-3.0,7
78,168.79698,690.8286,-4,-4,-2.0,-2.0,7
79,238.86899,690.70575,-4,-2,-2.0,-1.0,7
80,563.1357,750.7636,-6,8,-3.0,4.0,7
82,499.96674,751.7174,-6,6,-3.0,3.0,7
83,436.9114,753.7972,-6,4,-3.0,2.0,7
84,371.9224,755.1119,-6,2,-3.0,1.0,7
85,305.69104,756.64795,-6,0,-3.0,0.0,7
86,167.02318,758.0051,-6,-4,-3.0,-2.0,7
87,237.71796,757.84705,-6,-2,-3.0,-1.0,7
88,94.885925,758.51,-6,-6,-3.0,-3.0,7
89,497.15308,816.9709,-8,6,-4.0,3.0,7
90,562.6241,817.3983,-8,8,-4.0,4.0,7
91,434.21112,819.39935,-8,4,-4.0,2.0,7
92,369.25113,820.03925,-8,2,-4.0,1.0,7
93,302.858,822.14465,-8,0,-4.0,0.0,7
94,235.18378,823.66565,-8,-2,-4.0,-1.0,7
95,165.08395,825.5797,-8,-4,-4.0,-2.0,7
96,92.11153,827.21985,-8,-6,-4.0,-3.0,7
97,497.5365,885.09045,-10,6,-5.0,3.0,7
98,432.07233,885.9707,-10,4,-5.0,2.0,7
99,366.89816,887.34235,-10,2,-5.0,1.0,7
100,300.08438,889.2344,-10,0,-5.0,0.0,7
101,231.99481,891.2615,-10,-2,-5.0,-1.0,7
102,161.9445,893.8731,-10,-4,-5.0,-2.0,7
104,364.54623,955.8585,-12,2,-6.0,1.0,7
105,297.59763,957.88947,-12,0,-6.0,0.0,7
106,228.73613,960.68225,-12,-2,-6.0,-1.0,7
1,283.6453,127.419525,12,0,6.0,0.0,8
2,354.6077,131.65141,12,2,6.0,1.0,8
3,556.8302,133.86076,12,8,6.0,4.0,8
4,422.94342,134.54141,12,4,6.0,2.0,8
5,489.97705,134.85661,12,6,6.0,3.0,8
6,215.83862,198.0099,10,-2,5.0,-1.0,8
7,288.57404,203.05522,10,0,5.0,0.0,8
8,356.8717,204.80194,10,2,5.0,1.0,8
9,423.84506,206.09193,10,4,5.0,2.0,8
10,555.822,207.48843,10,8,5.0,4.0,8
11,490.6939,208.27135,10,6,5.0,3.0,8
13,147.55861,266.73196,8,-4,4.0,-2.0,8
14,221.7022,270.9801,8,-2,4.0,-1.0,8
15,292.08182,273.87344,8,0,4.0,0.0,8
16,360.86078,276.18967,8,2,4.0,1.0,8
17,427.0063,277.94772,8,4,4.0,2.0,8
18,491.8288,278.95276,8,6,4.0,3.0,8
19,555.8725,279.04742,8,8,4.0,4.0,8
20,620.8853,278.71893,8,10,4.0,5.0,8
22,151.90027,338.7426,6,-4,3.0,-2.0,8
23,224.06267,341.23138,6,-2,3.0,-1.0,8
24,294.87326,343.71445,6,0,3.0,0.0,8
25,362.87012,345.03702,6,2,3.0,1.0,8
26,428.89496,346.32452,6,4,3.0,2.0,8
27,685.59906,345.9832,6,12,3.0,6.0,8
28,493.7763,347.215,6,6,3.0,3.0,8
29,556.8778,347.00314,6,8,3.0,4.0,8
30,621.3368,347.0735,6,10,3.0,5.0,8
32,154.15143,409.05234,4,-4,2.0,-2.0,8
33,226.78114,411.12863,4,-2,2.0,-1.0,8
34,296.74228,412.7838,4,0,2.0,0.0,8
35,364.666,413.84525,4,2,2.0,1.0,8
36,430.6513,414.33313,4,4,2.0,2.0,8
37,683.68604,414.01434,4,12,2.0,6.0,8
38,494.7519,415.0517,4,6,2.0,3.0,8
39,558.6771,414.40604,4,8,2.0,4.0,8
40,621.0683,414.99484,4,10,2.0,5.0,8
41,81.11197,477.0854,2,-6,1.0,-3.0,8
42,156.76447,479.67868,2,-4,1.0,-2.0,8
43,227.88358,480.79303,2,-2,1.0,-1.0,8
44,618.1562,481.48703,2,10,1.0,5.0,8
46,297.75998,481.67734,2,0,1.0,0.0,8
47,364.91943,482.0326,2,2,1.0,1.0,8
48,430.8978,482.2331,2,4,1.0,2.0,8
49,494.88016,482.18814,2,6,1.0,3.0,8
50,557.78235,482.07303,2,8,1.0,4.0,8
52,83.82228,547.73584,0,-6,0.0,-3.0,8
53,619.5338,547.83374,0,10,0.0,5.0,8
54,157.08287,548.8839,0,-4,0.0,-2.0,8
55,494.70523,549.25793,0,6,0.0,3.0,8
56,557.56573,548.63715,0,8,0.0,4.0,8
57,228.63258,549.75305,0,-2,0.0,-1.0,8
58,297.94183,550.17395,0,0,0.0,0.0,8
59,364.97983,550.1028,0,2,0.0,1.0,8
60,430.82684,549.90234,0,4,0.0,2.0,8
61,617.3429,613.2556,-2,10,-1.0,5.0,8
63,556.64667,614.82654,-2,8,-1.0,4.0,8
64,493.79712,615.9031,-2,6,-1.0,3.0,8
65,83.878746,616.7554,-2,-6,-1.0,-3.0,8
66,429.78003,616.84937,-2,4,-1.0,2.0,8
67,157.72224,617.8213,-2,-4,-1.0,-2.0,8
68,228.19034,618.0922,-2,-2,-1.0,-1.0,8
69,297.01306,617.9553,-2,0,-1.0,0.0,8
70,364.72226,617.8036,-2,2,-1.0,1.0,8
72,617.69794,679.716,-4,10,-2.0,5.0,8
73,554.869,680.54474,-4,8,-2.0,4.0,8
74,491.9685,681.888,-4,6,-2.0,3.0,8
75,428.70398,683.6371,-4,4,-2.0,2.0,8
76,295.96973,685.2048,-4,0,-2.0,0.0,8
77,363.5905,684.72705,-4,2,-2.0,1.0,8
78,83.946785,685.72003,-4,-6,-2.0,-3.0,8
79,156.91635,685.91486,-4,-4,-2.0,-2.0,8
80,227.75156,685.8849,-4,-2,-2.0,-1.0,8
81,553.0757,746.1624,-6,8,-3.0,4.0,8
82,616.8346,746.18964,-6,10,-3.0,5.0,8
83,489.84436,747.1016,-6,6,-3.0,3.0,8
84,426.81967,749.5585,-6,4,-3.0,2.0,8
85,361.69836,750.8638,-6,2,-3.0,1.0,8
86,294.74265,751.9793,-6,0,-3.0,0.0,8
87,226.02779,753.01624,-6,-2,-3.0,-1.0,8
88,82.77601,753.81775,-6,-6,-3.0,-3.0,8
89,155.82204,753.5575,-6,-4,-3.0,-2.0,8
90,551.91724,812.5106,-8,8,-4.0,4.0,8
91,487.70953,812.8736,-8,6,-4.0,3.0,8
92,424.06628,815.12024,-8,4,-4.0,2.0,8
93,358.4994,815.9583,-8,2,-4.0,1.0,8
94,291.88022,817.88025,-8,0,-4.0,0.0,8
95,224.16045,819.46295,-8,-2,-4.0,-1.0,8
96,153.1818,820.87604,-8,-4,-4.0,-2.0,8
98,421.1134,881.0815,-10,4,-5.0,2.0,8
99,486.81265,880.6243,-10,6,-5.0,3.0,8
100,356.065,882.9878,-10,2,-5.0,1.0,8
101,289.11755,885.02386,-10,0,-5.0,0.0,8
102,220.97214,887.03265,-10,-2,-5.0,-1.0,8
103,150.76881,889.2945,-10,-4,-5.0,-2.0,8
105,353.72195,951.5598,-12,2,-6.0,1.0,8
106,286.66132,953.62897,-12,0,-6.0,0.0,8
107,217.53647,956.10675,-12,-2,-6.0,-1.0,8
0,271.18134,120.14129,12,0,6.0,0.0,9
1,342.54663,125.12375,12,2,6.0,1.0,9
2,411.01212,127.67341,12,4,6.0,2.0,9
3,478.79355,128.68275,12,6,6.0,3.0,9
4,545.73456,128.34859,12,8,6.0,4.0,9
5,202.84154,192.10226,10,-2,5.0,-1.0,9
6,275.69376,196.20792,10,0,5.0,0.0,9
7,344.8583,198.16797,10,2,5.0,1.0,9
8,412.63077,200.02777,10,4,5.0,2.0,9
9,478.89957,202.14612,10,6,5.0,3.0,9
10,544.9108,202.08066,10,8,5.0,4.0,9
11,611.08014,201.897,10,10,5.0,5.0,9
13,208.7696,264.75143,8,-2,4.0,-1.0,9
14,279.95752,267.88867,8,0,4.0,0.0,9
15,348.9757,270.19534,8,2,4.0,1.0,9
16,415.86615,272.0937,8,4,4.0,2.0,9
17,480.74158,273.21536,8,6,4.0,3.0,9
18,609.9926,273.20096,8,10,4.0,5.0,9
19,545.53687,273.7537,8,8,4.0,4.0,9
21,138.85953,332.66837,6,-4,3.0,-2.0,9
22,212.54475,335.7894,6,-2,3.0,-1.0,9
23,282.8496,337.88437,6,0,3.0,0.0,9
24,351.06293,339.27496,6,2,3.0,1.0,9
25,417.80356,340.9804,6,4,3.0,2.0,9
26,546.5228,341.30554,6,8,3.0,4.0,9
28,482.80273,341.90305,6,6,3.0,3.0,9
29,611.2501,342.0302,6,10,3.0,5.0,9
31,141.12047,403.14786,4,-4,2.0,-2.0,9
32,214.03786,405.2804,4,-2,2.0,-1.0,9
33,284.76987,407.07614,4,0,2.0,0.0,9
34,352.86688,408.18863,4,2,2.0,1.0,9
35,418.96744,409.0378,4,4,2.0,2.0,9
36,547.7774,408.9311,4,8,2.0,4.0,9
38,483.7968,409.8464,4,6,2.0,3.0,9
39,610.9326,409.91132,4,10,2.0,5.0,9
40,67.84143,471.12177,2,-6,1.0,-3.0,9
41,143.89455,473.99393,2,-4,1.0,-2.0,9
42,215.84021,475.13257,2,-2,1.0,-1.0,9
43,285.819,476.06082,2,0,1.0,0.0,9
45,353.82538,476.9081,2,2,1.0,1.0,9
46,419.86066,477.0849,2,4,1.0,2.0,9
47,484.6553,477.11835,2,6,1.0,3.0,9
48,546.87244,477.15918,2,8,1.0,4.0,9
50,70.69566,541.9916,0,-6,0.0,-3.0,9
51,144.86526,543.2924,0,-4,0.0,-2.0,9
52,608.73083,542.6093,0,10,0.0,5.0,9
54,215.8916,544.1832,0,-2,0.0,-1.0,9
55,483.9351,544.2593,0,6,0.0,3.0,9
56,547.45197,543.77264,0,8,0.0,4.0,9
57,286.11282,544.9897,0,0,0.0,0.0,9
58,353.87088,545.0121,0,2,0.0,1.0,9
59,419.84686,544.86926,0,4,0.0,2.0,9
62,545.8477,609.95044,-2,8,-1.0,4.0,9
63,70.76833,611.19366,-2,-6,-1.0,-3.0,9
64,482.91455,611.0012,-2,6,-1.0,3.0,9
65,144.83957,612.2175,-2,-4,-1.0,-2.0,9
66,418.8775,611.8709,-2,4,-1.0,2.0,9
67,216.25002,612.94434,-2,-2,-1.0,-1.0,9
68,285.72577,612.95264,-2,0,-1.0,0.0,9
69,353.60406,612.78644,-2,2,-1.0,1.0,9
72,544.8001,675.73535,-4,8,-2.0,4.0,9
73,481.0876,677.0594,-4,6,-2.0,3.0,9
74,417.72504,678.79126,-4,4,-2.0,2.0,9
75,70.886024,680.26495,-4,-6,-2.0,-3.0,9
76,284.81796,680.2745,-4,0,-2.0,0.0,9
77,351.921,679.7529,-4,2,-2.0,1.0,9
78,144.79834,680.8305,-4,-4,-2.0,-2.0,9
79,215.84409,680.8592,-4,-2,-2.0,-1.0,9
82,478.96518,742.11707,-6,6,-3.0,3.0,9
83,542.8649,741.6937,-6,8,-3.0,4.0,9
84,415.90594,744.7463,-6,4,-3.0,2.0,9
85,350.0967,746.02057,-6,2,-3.0,1.0,9
86,282.99197,746.99225,-6,0,-3.0,0.0,9
87,214.16719,748.117,-6,-2,-3.0,-1.0,9
88,69.84477,748.7564,-6,-6,-3.0,-3.0,9
89,143.79863,748.61383,-6,-4,-3.0,-2.0,9
90,541.6367,807.5908,-8,8,-4.0,4.0,9
91,476.85815,807.94055,-8,6,-4.0,3.0,9
92,413.15536,810.4411,-8,4,-4.0,2.0,9
93,348.1243,811.599,-8,2,-4.0,1.0,9
94,280.2054,813.1067,-8,0,-4.0,0.0,9
95,212.147,814.6122,-8,-2,-4.0,-1.0,9
96,141.1195,816.0339,-8,-4,-4.0,-2.0,9
97,66.88913,818.03656,-8,-6,-4.0,-3.0,9
98,410.27396,876.30035,-10,4,-5.0,2.0,9
99,475.85547,875.6827,-10,6,-5.0,3.0,9
100,344.9978,878.2802,-10,2,-5.0,1.0,9
101,277.948,880.2539,-10,0,-5.0,0.0,9
102,209.68869,882.7064,-10,-2,-5.0,-1.0,9
103,138.66716,884.9814,-10,-4,-5.0,-2.0,9
105,408.56873,944.6214,-12,4,-6.0,2.0,9
106,342.64404,946.7155,-12,2,-6.0,1.0,9
107,275.49927,948.84357,-12,0,-6.0,0.0,9
108,205.62836,951.762,-12,-2,-6.0,-1.0,9
109,133.71155,955.2175,-12,-4,-6.0,-2.0,9
1,328.6958,117.02283,12,2,6.0,1.0,10
2,398.59393,120.52392,12,4,6.0,2.0,10
3,465.91574,121.52735,12,6,6.0,3.0,10
4,533.5235,121.54595,12,8,6.0,4.0,10
5,262.52036,189.05232,10,0,5.0,0.0,10
6,331.13843,191.00894,10,2,5.0,1.0,10
7,399.6885,193.1964,10,4,5.0,2.0,10
8,466.78235,195.31436,10,6,5.0,3.0,10
9,532.7035,195.40193,10,8,5.0,4.0,10
10,599.1842,195.7045,10,10,5.0,5.0,10
12,193.96266,257.10095,8,-2,4.0,-1.0,10
13,266.74518,261.00674,8,0,4.0,0.0,10
14,335.97202,263.8149,8,2,4.0,1.0,10
15,403.0467,265.872,8,4,4.0,2.0,10
16,664.3637,265.90298,8,12,4.0,6.0,10
17,468.73544,267.04514,8,6,4.0,3.0,10
18,533.6466,267.05737,8,8,4.0,4.0,10
19,598.7317,267.13272,8,10,4.0,5.0,10
21,123.77375,325.18234,6,-4,3.0,-2.0,10
22,198.59038,328.87103,6,-2,3.0,-1.0,10
23,269.11362,331.18423,6,0,3.0,0.0,10
24,338.73303,333.11777,6,2,3.0,1.0,10
25,405.68646,334.80167,6,4,3.0,2.0,10
26,534.475,335.35547,6,8,3.0,4.0,10
28,470.84305,335.8288,6,6,3.0,3.0,10
29,600.1401,336.16068,6,10,3.0,5.0,10
31,127.71044,396.7939,4,-4,2.0,-2.0,10
32,200.76509,399.03073,4,-2,2.0,-1.0,10
33,271.7323,400.8807,4,0,2.0,0.0,10
34,340.07468,402.09448,4,2,2.0,1.0,10
35,406.90842,403.0138,4,4,2.0,2.0,10
36,535.94507,403.01782,4,8,2.0,4.0,10
38,471.81567,403.79678,4,6,2.0,3.0,10
39,599.7983,404.02762,4,10,2.0,5.0,10
40,53.68455,464.82675,2,-6,1.0,-3.0,10
41,129.87227,467.6256,2,-4,1.0,-2.0,10
42,202.03528,468.9357,2,-2,1.0,-1.0,10
43,272.86627,469.97354,2,0,1.0,0.0,10
45,341.0228,470.82492,2,2,1.0,1.0,10
46,407.84515,471.12753,2,4,1.0,2.0,10
47,472.74863,471.2853,2,6,1.0,3.0,10
48,535.6691,471.33875,2,8,1.0,4.0,10
50,55.84748,535.74316,0,-6,0.0,-3.0,10
51,130.97038,537.1124,0,-4,0.0,-2.0,10
53,202.82979,538.16724,0,-2,0.0,-1.0,10
54,535.62335,537.95123,0,8,0.0,4.0,10
55,598.4679,537.55225,0,10,0.0,5.0,10
56,273.16034,538.9577,0,0,0.0,0.0,10
57,341.11557,539.0599,0,2,0.0,1.0,10
58,407.8046,539.025,0,4,0.0,2.0,10
59,472.71295,538.76715,0,6,0.0,3.0,10
62,534.689,604.3133,-2,8,-1.0,4.0,10
63,55.946598,604.9752,-2,-6,-1.0,-3.0,10
64,131.05554,606.15247,-2,-4,-1.0,-2.0,10
65,406.92703,606.2123,-2,4,-1.0,2.0,10
66,471.736,605.7736,-2,6,-1.0,3.0,10
67,203.13564,607.0894,-2,-2,-1.0,-1.0,10
68,272.91516,607.0757,-2,0,-1.0,0.0,10
69,340.95322,607.05115,-2,2,-1.0,1.0,10
72,533.68005,670.60474,-4,8,-2.0,4.0,10
73,470.57022,672.46454,-4,6,-2.0,3.0,10
74,56.805332,674.3235,-4,-6,-2.0,-3.0,10
75,339.85553,674.10535,-4,2,-2.0,1.0,10
76,406.5018,673.60754,-4,4,-2.0,2.0,10
77,130.96565,674.94434,-4,-4,-2.0,-2.0,10
78,202.87968,675.0928,-4,-2,-2.0,-1.0,10
79,271.96906,674.84735,-4,0,-2.0,0.0,10
81,467.08798,736.3978,-6,6,-3.0,3.0,10
82,532.4833,736.72485,-6,8,-3.0,4.0,10
84,404.474,739.68555,-6,4,-3.0,2.0,10
85,338.05856,740.7553,-6,2,-3.0,1.0,10
86,201.23027,742.3102,-6,-2,-3.0,-1.0,10
87,270.8872,741.81805,-6,0,-3.0,0.0,10
88,55.749363,743.00446,-6,-6,-3.0,-3.0,10
89,130.13498,742.8851,-6,-4,-3.0,-2.0,10
90,528.88574,800.98065,-8,8,-4.0,4.0,10
91,465.12927,802.72986,-8,6,-4.0,3.0,10
92,336.14996,805.9338,-8,2,-4.0,1.0,10
93,401.15714,805.5466,-8,4,-4.0,2.0,10
94,267.99585,807.93066,-8,0,-4.0,0.0,10
