,u,v,j,i,X,Y,Z
92,160.23572,523.8355,-8,-6,-4.0,-3.0,3.0
93,221.07231,524.1366,-8,-4,-4.0,-2.0,3.0
94,281.73642,524.04504,-8,-2,-4.0,-1.0,3.0
95,342.32593,524.0721,-8,0,-4.0,0.0,3.0
96,402.99225,524.033,-8,2,-4.0,1.0,3.0
97,523.81635,523.84937,-8,6,-4.0,3.0,3.0
98,463.98453,524.7275,-8,4,-4.0,2.0,3.0
0,49.02795,34.26771,8,-10,4.0,-5.0,3.5
1,110.85461,35.006104,8,-8,4.0,-4.0,3.5
2,171.94052,35.213425,8,-6,4.0,-3.0,3.5
3,233.00273,35.29018,8,-4,4.0,-2.0,3.5
4,294.185,35.803936,8,-2,4.0,-1.0,3.5
5,355.31918,36.272854,8,0,4.0,0.0,3.5
6,416.92493,37.29327,8,2,4.0,1.0,3.5
7,477.97528,38.701958,8,4,4.0,2.0,3.5
8,538.8135,39.998684,8,6,4.0,3.0,3.5
9,598.51385,41.090645,8,8,4.0,4.0,3.5
10,48.042454,96.07886,6,-10,3.0,-5.0,3.5
11,109.13931,96.26787,6,-8,3.0,-4.0,3.5
12,170.0502,96.250534,6,-6,3.0,-3.0,3.5
13,231.23322,96.410736,6,-4,3.0,-2.0,3.5
14,292.9029,97.01377,6,-2,3.0,-1.0,3.5
15,354.0825,97.37546,6,0,3.0,0.0,3.5
16,415.18967,98.10094,6,2,3.0,1.0,3.5
17,476.2937,99.14497,6,4,3.0,2.0,3.5
18,537.1326,100.30803,6,6,3.0,3.0,3.5
19,597.9825,102.04625,6,8,3.0,4.0,3.5
20,46.917645,157.82272,4,-10,2.0,-5.0,3.5
21,107.837456,157.91544,4,-8,2.0,-4.0,3.5
22,168.23384,157.80771,4,-6,2.0,-3.0,3.5
23,229.96584,158.07048,4,-4,2.0,-2.0,3.5
24,291.1307,158.28894,4,-2,2.0,-1.0,3.5
25,352.79935,158.89752,4,0,2.0,0.0,3.5
26,414.07782,159.34853,4,2,2.0,1.0,3.5
27,475.23663,160.25166,4,4,2.0,2.0,3.5
28,536.0789,161.27638,4,6,2.0,3.0,3.5
29,596.1705,162.44623,4,8,2.0,4.0,3.5
30,655.202,164.01414,4,10,2.0,5.0,3.5
31,45.279766,219.08017,2,-10,1.0,-5.0,3.5
32,106.2772,219.32497,2,-8,1.0,-4.0,3.5
33,167.18965,219.38948,2,-6,1.0,-3.0,3.5
34,228.26894,219.84044,2,-4,1.0,-2.0,3.5
35,289.74948,220.02116,2,-2,1.0,-1.0,3.5
36,351.26144,220.16653,2,0,1.0,0.0,3.5
37,412.9596,221.08673,2,2,1.0,1.0,3.5
38,474.12808,221.88377,2,4,1.0,2.0,3.5
39,534.9063,222.24619,2,6,1.0,3.0,3.5
40,595.2248,223.31963,2,8,1.0,4.0,3.5
41,654.12244,224.24124,2,10,1.0,5.0,3.5
42,44.46797,281.00095,0,-10,0.0,-5.0,3.5
43,105.22729,281.05438,0,-8,0.0,-4.0,3.5
44,166.14832,281.20132,0,-6,0.0,-3.0,3.5
45,227.2355,281.77307,0,-4,0.0,-2.0,3.5
46,288.2371,281.89145,0,-2,0.0,-1.0,3.5
47,349.9852,282.06766,0,0,0.0,0.0,3.5
48,411.78046,282.867,0,2,0.0,1.0,3.5
49,472.3149,283.0128,0,4,0.0,2.0,3.5
50,533.7904,283.90958,0,6,0.0,3.0,3.5
51,593.28107,284.2041,0,8,0.0,4.0,3.5
52,652.93964,285.12302,0,10,0.0,5.0,3.5
53,44.083817,342.91812,-2,-10,-1.0,-5.0,3.5
54,104.32741,342.826,-2,-8,-1.0,-4.0,3.5
55,165.0895,342.883,-2,-6,-1.0,-3.0,3.5
56,226.20255,343.17722,-2,-4,-1.0,-2.0,3.5
57,287.81082,343.89685,-2,-2,-1.0,-1.0,3.5
58,349.06036,344.06296,-2,0,-1.0,0.0,3.5
59,410.12537,344.22687,-2,2,-1.0,1.0,3.5
60,471.19925,344.76962,-2,4,-1.0,2.0,3.5
61,532.1255,345.04834,-2,6,-1.0,3.0,3.5
62,591.9994,345.21564,-2,8,-1.0,4.0,3.5
63,650.90295,345.719,-2,10,-1.0,5.0,3.5
64,43.21801,403.9105,-4,-10,-2.0,-5.0,3.5
65,104.106316,404.13788,-4,-8,-2.0,-4.0,3.5
66,164.40875,404.27194,-4,-6,-2.0,-3.0,3.5
67,225.34358,404.90695,-4,-4,-2.0,-2.0,3.5
68,286.3171,404.98886,-4,-2,-2.0,-1.0,3.5
69,347.96475,405.60416,-4,0,-2.0,0.0,3.5
70,409.11877,405.8681,-4,2,-2.0,1.0,3.5
71,470.0681,405.94482,-4,4,-2.0,2.0,3.5
72,530.79736,406.0326,-4,6,-2.0,3.0,3.5
73,590.1839,405.8227,-4,8,-2.0,4.0,3.5
74,649.7107,405.89996,-4,10,-2.0,5.0,3.5
75,43.064342,464.91763,-6,-10,-3.0,-5.0,3.5
76,103.35858,465.19153,-6,-8,-3.0,-4.0,3.5
77,646.87317,465.1535,-6,10,-3.0,5.0,3.5
78,164.12405,465.77014,-6,-6,-3.0,-3.0,3.5
79,225.00659,465.9693,-6,-4,-3.0,-2.0,3.5
80,285.80493,466.08533,-6,-2,-3.0,-1.0,3.5
81,528.9104,466.17374,-6,6,-3.0,3.0,3.5
82,588.7299,465.973,-6,8,-3.0,4.0,3.5
83,346.95612,466.32642,-6,0,-3.0,0.0,3.5
84,407.86386,466.69775,-6,2,-3.0,1.0,3.5
85,468.80725,466.7742,-6,4,-3.0,2.0,3.5
86,586.0907,525.1902,-8,8,-4.0,4.0,3.5
87,42.906322,525.7721,-8,-10,-4.0,-5.0,3.5
88,103.35728,525.95703,-8,-8,-4.0,-4.0,3.5
89,163.94649,526.1013,-8,-6,-4.0,-3.0,3.5
90,285.02078,526.21686,-8,-2,-4.0,-1.0,3.5
91,526.9787,526.05164,-8,6,-4.0,3.0,3.5
92,645.9815,525.75244,-8,10,-4.0,5.0,3.5
93,224.78873,526.87134,-8,-4,-4.0,-2.0,3.5
94,346.1603,526.89166,-8,0,-4.0,0.0,3.5
95,406.7649,526.8372,-8,2,-4.0,1.0,3.5
96,467.0984,526.82513,-8,4,-4.0,2.0,3.5
0,52.80152,37.030167,8,-10,4.0,-5.0,4.0
1,114.13549,37.29873,8,-8,4.0,-4.0,4.0
2,175.26808,37.89612,8,-6,4.0,-3.0,4.0
3,236.32782,37.978428,8,-4,4.0,-2.0,4.0
4,297.88837,38.120247,8,-2,4.0,-1.0,4.0
5,359.07578,39.017178,8,0,4.0,0.0,4.0
6,420.24408,40.023224,8,2,4.0,1.0,4.0
7,481.17862,41.081783,8,4,4.0,2.0,4.0
8,542.025,42.356514,8,6,4.0,3.0,4.0
9,601.8746,43.95871,8,8,4.0,4.0,4.0
10,51.963287,98.90481,6,-10,3.0,-5.0,4.0
11,112.999626,99.05755,6,-8,3.0,-4.0,4.0
12,173.86063,99.02524,6,-6,3.0,-3.0,4.0
13,235.04,99.17772,6,-4,3.0,-2.0,4.0
14,296.13693,99.296814,6,-2,3.0,-1.0,4.0
15,357.79398,100.04322,6,0,3.0,0.0,4.0
16,418.9636,100.87995,6,2,3.0,1.0,4.0
17,480.09195,101.91322,6,4,3.0,2.0,4.0
18,540.921,103.019936,6,6,3.0,3.0,4.0
19,601.06525,104.37678,6,8,3.0,4.0,4.0
20,50.242764,160.1597,4,-10,2.0,-5.0,4.0
21,111.12133,160.20343,4,-8,2.0,-4.0,4.0
22,172.05801,160.25746,4,-6,2.0,-3.0,4.0
23,233.22813,160.7432,4,-4,2.0,-2.0,4.0
24,294.8481,160.95961,4,-2,2.0,-1.0,4.0
25,356.0866,161.29033,4,0,2.0,0.0,4.0
26,417.8392,162.093,4,2,2.0,1.0,4.0
27,479.01483,163.01132,4,4,2.0,2.0,4.0
28,539.85706,164.02724,4,6,2.0,3.0,4.0
29,599.3393,165.10786,4,8,2.0,4.0,4.0
30,49.06533,221.81339,2,-10,1.0,-5.0,4.0
31,110.09946,222.04839,2,-8,1.0,-4.0,4.0
32,171.02725,222.16031,2,-6,1.0,-3.0,4.0
33,232.03723,222.23454,2,-4,1.0,-2.0,4.0
34,293.15494,222.75166,2,-2,1.0,-1.0,4.0
35,355.05334,222.94577,2,0,1.0,0.0,4.0
36,416.22647,223.77415,2,2,1.0,1.0,4.0
37,477.2908,224.18471,2,4,1.0,2.0,4.0
38,538.1813,224.95125,2,6,1.0,3.0,4.0
39,599.04236,225.98698,2,8,1.0,4.0,4.0
40,48.147564,283.73767,0,-10,0.0,-5.0,4.0
41,109.0022,283.79764,0,-8,0.0,-4.0,4.0
42,169.96773,283.97388,0,-6,0.0,-3.0,4.0
43,230.98111,284.1957,0,-4,0.0,-2.0,4.0
44,291.9821,284.2838,0,-2,0.0,-1.0,4.0
45,353.81027,284.87756,0,0,0.0,0.0,4.0
46,414.99768,285.14932,0,2,0.0,1.0,4.0
47,476.11313,285.7856,0,4,0.0,2.0,4.0
48,536.98926,286.2431,0,6,0.0,3.0,4.0
49,596.99866,286.90918,0,8,0.0,4.0,4.0
50,655.3122,287.3365,0,10,0.0,5.0,4.0
51,47.35631,345.19608,-2,-10,-1.0,-5.0,4.0
52,108.07514,345.18488,-2,-8,-1.0,-4.0,4.0
53,168.92506,345.62848,-2,-6,-1.0,-3.0,4.0
54,230.0253,345.99692,-2,-4,-1.0,-2.0,4.0
55,291.0468,346.12857,-2,-2,-1.0,-1.0,4.0
56,352.282,346.32504,-2,0,-1.0,0.0,4.0
57,413.94803,346.9159,-2,2,-1.0,1.0,4.0
58,474.90005,347.11102,-2,4,-1.0,2.0,4.0
59,535.27844,347.30746,-2,6,-1.0,3.0,4.0
60,595.78625,347.94495,-2,8,-1.0,4.0,4.0
61,654.0155,348.03903,-2,10,-1.0,5.0,4.0
62,47.05285,406.3516,-4,-10,-2.0,-5.0,4.0
63,107.87568,406.85968,-4,-8,-2.0,-4.0,4.0
64,168.12607,407.01102,-4,-6,-2.0,-3.0,4.0
65,229.0416,407.1919,-4,-4,-2.0,-2.0,4.0
66,290.13562,407.77914,-4,-2,-2.0,-1.0,4.0
67,351.2585,407.83606,-4,0,-2.0,0.0,4.0
68,412.32428,408.07526,-4,2,-2.0,1.0,4.0
69,473.32263,408.16782,-4,4,-2.0,2.0,4.0
70,534.0887,408.30646,-4,6,-2.0,3.0,4.0
71,593.9165,408.26288,-4,8,-2.0,4.0,4.0
72,652.2259,408.0037,-4,10,-2.0,5.0,4.0
73,46.88881,467.2382,-6,-10,-3.0,-5.0,4.0
74,107.1716,467.91617,-6,-8,-3.0,-4.0,4.0
75,167.9783,468.10544,-6,-6,-3.0,-3.0,4.0
76,228.26582,468.12207,-6,-4,-3.0,-2.0,4.0
77,591.9346,468.15613,-6,8,-3.0,4.0,4.0
78,650.6769,467.905,-6,10,-3.0,5.0,4.0
79,289.64252,468.8457,-6,-2,-3.0,-1.0,4.0
80,350.27274,468.50687,-6,0,-3.0,0.0,4.0
81,411.06403,468.8322,-6,2,-3.0,1.0,4.0
82,471.9882,468.9388,-6,4,-3.0,2.0,4.0
83,532.2677,468.79538,-6,6,-3.0,3.0,4.0
84,46.263577,528.0592,-8,-10,-4.0,-5.0,4.0
85,107.10616,528.21277,-8,-8,-4.0,-4.0,4.0
86,530.2638,528.3051,-8,6,-4.0,3.0,4.0
87,589.826,527.8354,-8,8,-4.0,4.0,4.0
88,649.1478,527.92,-8,10,-4.0,5.0,4.0
89,167.33986,528.8493,-8,-6,-4.0,-3.0,4.0
90,228.09132,529.07074,-8,-4,-4.0,-2.0,4.0
91,288.83054,528.9579,-8,-2,-4.0,-1.0,4.0
92,349.79553,528.98224,-8,0,-4.0,0.0,4.0
93,410.03882,528.9577,-8,2,-4.0,1.0,4.0
94,470.36978,529.10266,-8,4,-4.0,2.0,4.0
