,u,v,j,i,X,Y,Z
89,85.70563,512.79047,-8,-6,-4.0,-3.0,3.5
90,146.65295,513.86554,-8,-4,-4.0,-2.0,3.5
91,207.80287,514.83374,-8,-2,-4.0,-1.0,3.5
92,269.19006,515.1745,-8,0,-4.0,0.0,3.5
93,330.8982,515.7877,-8,2,-4.0,1.0,3.5
94,392.65594,516.0167,-8,4,-4.0,2.0,3.5
95,453.8189,515.97064,-8,6,-4.0,3.0,3.5
96,514.9702,515.9313,-8,8,-4.0,4.0,3.5
97,575.9266,515.915,-8,10,-4.0,5.0,3.5
98,637.6903,516.14044,-8,12,-4.0,6.0,3.5
0,519.9187,21.015163,8,8,4.0,4.0,4.0
1,580.2782,21.267588,8,10,4.0,5.0,4.0
2,641.0106,21.33935,8,12,4.0,6.0,4.0
3,152.1491,80.213196,6,-4,3.0,-2.0,4.0
4,213.14948,80.002785,6,-2,3.0,-1.0,4.0
5,274.87424,80.10551,6,0,3.0,0.0,4.0
6,336.0802,80.14282,6,2,3.0,1.0,4.0
7,31.95063,81.23542,6,-8,3.0,-4.0,4.0
8,91.90947,80.901115,6,-6,3.0,-3.0,4.0
9,397.8014,80.85203,6,4,3.0,2.0,4.0
10,458.8292,81.07095,6,6,3.0,3.0,4.0
11,519.7388,81.77703,6,8,3.0,4.0,4.0
12,580.0369,82.00823,6,10,3.0,5.0,4.0
13,640.72156,82.691986,6,12,3.0,6.0,4.0
14,29.94559,141.91035,4,-8,2.0,-4.0,4.0
15,89.935524,141.70496,4,-6,2.0,-3.0,4.0
16,150.82349,141.69916,4,-4,2.0,-2.0,4.0
17,212.00371,141.66023,4,-2,2.0,-1.0,4.0
18,273.8283,141.84016,4,0,2.0,0.0,4.0
19,335.60635,141.97337,4,2,2.0,1.0,4.0
20,396.873,142.0937,4,4,2.0,2.0,4.0
21,458.10718,142.7767,4,6,2.0,3.0,4.0
22,519.0642,142.98788,4,8,2.0,4.0,4.0
23,579.7498,143.19072,4,10,2.0,5.0,4.0
24,640.07684,143.79007,4,12,2.0,6.0,4.0
25,27.976812,202.87161,2,-8,1.0,-4.0,4.0
26,88.03533,202.89273,2,-6,1.0,-3.0,4.0
27,149.07147,203.0116,2,-4,1.0,-2.0,4.0
28,210.77155,203.53003,2,-2,1.0,-1.0,4.0
29,272.81757,203.70073,2,0,1.0,0.0,4.0
30,334.11795,203.8592,2,2,1.0,1.0,4.0
31,395.91092,204.01999,2,4,1.0,2.0,4.0
32,457.1384,204.15382,2,6,1.0,3.0,4.0
33,518.62054,204.649,2,8,1.0,4.0,4.0
34,578.96515,204.99979,2,10,1.0,5.0,4.0
35,639.16003,205.0303,2,12,1.0,6.0,4.0
36,26.203625,264.05316,0,-8,0.0,-4.0,4.0
37,86.79741,264.65668,0,-6,0.0,-3.0,4.0
38,147.82487,264.95914,0,-4,0.0,-2.0,4.0
39,209.05511,265.2073,0,-2,0.0,-1.0,4.0
40,271.20123,265.8346,0,0,0.0,0.0,4.0
41,332.99545,265.93698,0,2,0.0,1.0,4.0
42,394.88437,266.14334,0,4,0.0,2.0,4.0
43,456.1113,266.21603,0,6,0.0,3.0,4.0
44,517.3789,266.53452,0,8,0.0,4.0,4.0
45,578.05115,266.73004,0,10,0.0,5.0,4.0
46,638.6053,266.75446,0,12,0.0,6.0,4.0
47,25.027369,325.6202,-2,-8,-1.0,-4.0,4.0
48,85.04271,326.03757,-2,-6,-1.0,-3.0,4.0
49,146.67216,326.88232,-2,-4,-1.0,-2.0,4.0
50,207.88959,327.16913,-2,-2,-1.0,-1.0,4.0
51,269.84604,327.81607,-2,0,-1.0,0.0,4.0
52,331.7479,328.03076,-2,2,-1.0,1.0,4.0
53,393.18106,328.11612,-2,4,-1.0,2.0,4.0
54,454.7936,328.1564,-2,6,-1.0,3.0,4.0
55,515.93884,328.15363,-2,8,-1.0,4.0,4.0
56,576.8375,328.1957,-2,10,-1.0,5.0,4.0
57,637.0198,328.09534,-2,12,-1.0,6.0,4.0
58,23.96497,386.7583,-4,-8,-2.0,-4.0,4.0
59,83.92266,387.71732,-4,-6,-2.0,-3.0,4.0
60,144.97858,388.64572,-4,-4,-2.0,-2.0,4.0
61,206.65222,388.99652,-4,-2,-2.0,-1.0,4.0
62,268.6764,389.70282,-4,0,-2.0,0.0,4.0
63,330.0611,389.94775,-4,2,-2.0,1.0,4.0
64,391.88962,390.0063,-4,4,-2.0,2.0,4.0
65,452.97968,390.11118,-4,6,-2.0,3.0,4.0
66,514.2476,390.089,-4,8,-2.0,4.0,4.0
67,575.0299,389.8234,-4,10,-2.0,5.0,4.0
68,635.87244,389.858,-4,12,-2.0,6.0,4.0
69,22.874525,447.7326,-6,-8,-3.0,-4.0,4.0
70,82.84423,448.8695,-6,-6,-3.0,-3.0,4.0
71,143.80594,449.8864,-6,-4,-3.0,-2.0,4.0
72,204.89339,450.64047,-6,-2,-3.0,-1.0,4.0
73,266.95908,450.72797,-6,0,-3.0,0.0,4.0
74,328.76688,451.72498,-6,2,-3.0,1.0,4.0
75,390.11874,451.80173,-6,4,-3.0,2.0,4.0
76,451.741,451.82037,-6,6,-3.0,3.0,4.0
77,512.81964,451.7811,-6,8,-3.0,4.0,4.0
78,573.704,451.61652,-6,10,-3.0,5.0,4.0
79,634.7728,451.6224,-6,12,-3.0,6.0,4.0
80,21.19945,508.61432,-8,-8,-4.0,-4.0,4.0
81,81.74013,509.865,-8,-6,-4.0,-3.0,4.0
82,142.6957,510.98325,-8,-4,-4.0,-2.0,4.0
83,203.84714,511.9019,-8,-2,-4.0,-1.0,4.0
84,265.26065,512.2546,-8,0,-4.0,0.0,4.0
85,326.93826,512.8459,-8,2,-4.0,1.0,4.0
86,388.2095,513.00543,-8,4,-4.0,2.0,4.0
87,449.78452,513.03595,-8,6,-4.0,3.0,4.0
88,510.9442,512.975,-8,8,-4.0,4.0,4.0
89,571.89636,512.95953,-8,10,-4.0,5.0,4.0
90,633.13,513.0755,-8,12,-4.0,6.0,4.0
