,u,v,j,i,X,Y,Z
143,404.4598,918.2113,-12,-2,-6.0,-1.0,9
144,473.89072,917.7017,-12,0,-6.0,0.0,9
145,334.78632,919.2551,-12,-4,-6.0,-2.0,9
146,611.691,918.5897,-12,4,-6.0,2.0,9
147,680.952,919.384,-12,6,-6.0,3.0,9
148,750.982,921.292,-12,8,-6.0,4.0,9
0,337.15088,89.63068,12,-4,6.0,-2.0,10
1,407.00113,91.7929,12,-2,6.0,-1.0,10
2,681.3275,91.97799,12,6,6.0,3.0,10
3,475.8825,92.88938,12,0,6.0,0.0,10
4,544.0799,93.02546,12,2,6.0,1.0,10
5,612.9054,93.18687,12,4,6.0,2.0,10
6,268.71317,160.36159,10,-6,5.0,-3.0,10
7,339.0014,161.42035,10,-4,5.0,-2.0,10
8,407.0616,161.95772,10,-2,5.0,-1.0,10
9,475.72665,163.19319,10,0,5.0,0.0,10
10,543.6659,163.04424,10,2,5.0,1.0,10
11,611.9918,163.21887,10,4,5.0,2.0,10
12,680.0511,162.9777,10,6,5.0,3.0,10
13,748.8847,162.62663,10,8,5.0,4.0,10
14,127.21996,224.92181,8,-10,4.0,-5.0,10
15,201.1534,227.47504,8,-8,4.0,-4.0,10
16,888.90436,228.76927,8,12,4.0,6.0,10
17,270.9128,229.8293,8,-6,4.0,-3.0,10
18,475.34964,230.3203,8,0,4.0,0.0,10
19,818.06146,230.39719,8,10,4.0,5.0,10
20,339.70865,230.88054,8,-4,4.0,-2.0,10
21,407.7395,230.95836,8,-2,4.0,-1.0,10
22,543.2942,231.07063,8,2,4.0,1.0,10
23,611.8136,231.0758,8,4,4.0,2.0,10
24,679.66785,231.30814,8,6,4.0,3.0,10
25,747.8388,231.1899,8,8,4.0,4.0,10
26,129.1002,295.3157,6,-10,3.0,-5.0,10
27,202.11494,297.6612,6,-8,3.0,-4.0,10
28,271.19543,298.1897,6,-6,3.0,-3.0,10
29,339.1929,298.2485,6,-4,3.0,-2.0,10
30,407.08038,298.0905,6,-2,3.0,-1.0,10
31,475.01523,298.02225,6,0,3.0,0.0,10
32,543.15894,298.03937,6,2,3.0,1.0,10
33,611.3273,298.7891,6,4,3.0,2.0,10
34,679.71893,298.91168,6,6,3.0,3.0,10
35,747.53613,298.95782,6,8,3.0,4.0,10
36,886.89404,298.89056,6,12,3.0,6.0,10
37,56.336575,363.00412,4,-12,2.0,-6.0,10
38,130.1019,364.87616,4,-10,2.0,-5.0,10
39,406.3253,365.41684,4,-2,2.0,-1.0,10
40,543.0374,365.31506,4,2,2.0,1.0,10
41,201.49095,365.97723,4,-8,2.0,-4.0,10
42,271.04465,366.12643,4,-6,2.0,-3.0,10
43,338.8868,365.99704,4,-4,2.0,-2.0,10
44,474.9059,365.81262,4,0,2.0,0.0,10
45,611.74963,365.9747,4,4,2.0,2.0,10
46,679.8867,366.2724,4,6,2.0,3.0,10
47,747.7517,366.56363,4,8,2.0,4.0,10
48,816.1983,367.12543,4,10,2.0,5.0,10
49,886.00684,367.4038,4,12,2.0,6.0,10
50,957.30164,366.83203,4,14,2.0,7.0,10
51,57.321648,432.78513,2,-12,1.0,-6.0,10
52,406.05164,433.30887,2,-2,1.0,-1.0,10
53,474.19528,433.01917,2,0,1.0,0.0,10
54,131.01317,433.8108,2,-10,1.0,-5.0,10
55,270.3407,434.00873,2,-6,1.0,-3.0,10
56,338.04764,433.84686,2,-4,1.0,-2.0,10
57,542.9612,433.7825,2,2,1.0,1.0,10
58,611.272,434.01746,2,4,1.0,2.0,10
59,679.9469,434.23462,2,6,1.0,3.0,10
60,201.73209,435.1702,2,-8,1.0,-4.0,10
61,747.99805,435.08008,2,8,1.0,4.0,10
62,815.8107,435.83072,2,10,1.0,5.0,10
63,885.0311,436.03638,2,12,1.0,6.0,10
64,956.36,435.9694,2,14,1.0,7.0,10
65,58.230797,501.98267,0,-12,0.0,-6.0,10
66,130.98618,502.1305,0,-10,0.0,-5.0,10
67,201.13245,502.10135,0,-8,0.0,-4.0,10
68,270.11316,502.0571,0,-6,0.0,-3.0,10
69,337.33493,501.9069,0,-4,0.0,-2.0,10
70,405.30606,501.96072,0,-2,0.0,-1.0,10
71,474.12878,502.0744,0,0,0.0,0.0,10
72,542.87225,502.14706,0,2,0.0,1.0,10
73,611.19916,502.26654,0,4,0.0,2.0,10
74,679.9005,502.88867,0,6,0.0,3.0,10
75,747.9538,503.09802,0,8,0.0,4.0,10
76,816.023,503.79312,0,10,0.0,5.0,10
77,885.1008,504.11853,0,12,0.0,6.0,10
78,956.1799,504.84326,0,14,0.0,7.0,10
79,200.88055,570.12476,-2,-8,-1.0,-4.0,10
80,269.38748,570.1342,-2,-6,-1.0,-3.0,10
81,337.1945,570.20337,-2,-4,-1.0,-2.0,10
82,405.32632,570.2058,-2,-2,-1.0,-1.0,10
83,57.376534,571.3166,-2,-12,-1.0,-6.0,10
84,130.27422,570.9051,-2,-10,-1.0,-5.0,10
85,473.8572,570.80054,-2,0,-1.0,0.0,10
86,542.7273,570.9709,-2,2,-1.0,1.0,10
87,611.0769,571.0982,-2,4,-1.0,2.0,10
88,679.93616,571.3029,-2,6,-1.0,3.0,10
89,747.9636,571.7731,-2,8,-1.0,4.0,10
90,816.28564,572.1745,-2,10,-1.0,5.0,10
91,885.2004,572.7705,-2,12,-1.0,6.0,10
92,956.96515,573.83514,-2,14,-1.0,7.0,10
93,200.13481,638.82385,-4,-8,-2.0,-4.0,10
94,269.24707,638.7394,-4,-6,-2.0,-3.0,10
95,337.11612,638.82245,-4,-4,-2.0,-2.0,10
96,405.1691,639.0375,-4,-2,-2.0,-1.0,10
97,474.00974,639.1737,-4,0,-2.0,0.0,10
98,129.03261,640.05237,-4,-10,-2.0,-5.0,10
99,542.2353,639.82574,-4,2,-2.0,1.0,10
100,611.1003,639.9912,-4,4,-2.0,2.0,10
101,679.77136,640.03796,-4,6,-2.0,3.0,10
102,747.7977,640.07935,-4,8,-2.0,4.0,10
103,55.447857,641.3388,-4,-12,-2.0,-6.0,10
104,816.8923,640.8127,-4,10,-2.0,5.0,10
105,885.89716,641.2265,-4,12,-2.0,6.0,10
106,958.0211,643.0153,-4,14,-2.0,7.0,10
107,268.92572,707.08246,-6,-6,-3.0,-3.0,10
108,337.01727,706.99347,-6,-4,-3.0,-2.0,10
109,197.97443,707.9267,-6,-8,-3.0,-4.0,10
110,405.25793,707.7493,-6,-2,-3.0,-1.0,10
111,473.96307,707.75104,-6,0,-3.0,0.0,10
112,542.133,708.0302,-6,2,-3.0,1.0,10
113,611.04004,708.14606,-6,4,-3.0,2.0,10
114,679.1987,708.18555,-6,6,-3.0,3.0,10
115,747.86774,708.95416,-6,8,-3.0,4.0,10
116,816.5016,709.1692,-6,10,-3.0,5.0,10
117,127.09626,710.1196,-6,-10,-3.0,-5.0,10
118,887.13055,710.8025,-6,12,-3.0,6.0,10
119,960.01,713.4437,-6,14,-3.0,7.0,10
120,337.18173,776.1211,-8,-4,-4.0,-2.0,10
121,405.2635,776.0314,-8,-2,-4.0,-1.0,10
122,473.7786,775.87244,-8,0,-4.0,0.0,10
123,267.22928,776.958,-8,-6,-4.0,-3.0,10
124,542.3451,776.5437,-8,2,-4.0,1.0,10
125,610.87445,777.22723,-8,4,-4.0,2.0,10
126,679.07043,777.059,-8,6,-4.0,3.0,10
127,747.6938,778.5174,-8,8,-4.0,4.0,10
128,196.21565,778.7683,-8,-8,-4.0,-4.0,10
129,818.0288,779.41,-8,10,-4.0,5.0,10
130,124.07696,781.0305,-8,-10,-4.0,-5.0,10
131,889.64026,781.75116,-8,12,-4.0,6.0,10
132,473.32733,845.2535,-10,0,-5.0,0.0,10
133,335.77612,846.2481,-10,-4,-5.0,-2.0,10
134,405.02286,845.8562,-10,-2,-5.0,-1.0,10
135,542.0494,845.8731,-10,2,-5.0,1.0,10
136,610.761,846.11017,-10,4,-5.0,2.0,10
137,266.02798,847.47894,-10,-6,-5.0,-3.0,10
138,679.8088,846.9662,-10,6,-5.0,3.0,10
139,749.0245,848.3034,-10,8,-5.0,4.0,10
140,194.56845,850.0489,-10,-8,-5.0,-4.0,10
141,819.2599,850.2808,-10,10,-5.0,5.0,10
142,473.14008,916.94293,-12,0,-6.0,0.0,10
143,541.9292,916.93463,-12,2,-6.0,1.0,10
144,334.0288,918.48627,-12,-4,-6.0,-2.0,10
145,404.12793,917.8927,-12,-2,-6.0,-1.0,10
146,611.03625,917.8265,-12,4,-6.0,2.0,10
147,680.2774,919.0498,-12,6,-6.0,3.0,10
148,750.73456,920.8875,-12,8,-6.0,4.0,10
0,338.8285,89.897575,12,-4,6.0,-2.0,11
1,408.17685,92.02268,12,-2,6.0,-1.0,11
2,477.03067,93.034744,12,0,6.0,0.0,11
3,545.1766,93.159386,12,2,6.0,1.0,11
4,683.00464,92.6182,12,6,6.0,3.0,11
5,614.06055,93.71817,12,4,6.0,2.0,11
6,269.5038,160.9767,10,-6,5.0,-3.0,11
7,339.9714,162.17197,10,-4,5.0,-2.0,11
8,408.2014,162.1662,10,-2,5.0,-1.0,11
9,544.8166,163.11427,10,2,5.0,1.0,11
10,681.76904,163.17558,10,6,5.0,3.0,11
11,750.49805,162.82492,10,8,5.0,4.0,11
12,476.93146,163.85597,10,0,5.0,0.0,11
13,613.17664,164.00603,10,4,5.0,2.0,11
14,129.04686,225.13524,8,-10,4.0,-5.0,11
15,202.88307,227.28242,8,-8,4.0,-4.0,11
16,889.99615,228.96173,8,12,4.0,6.0,11
17,272.0953,230.08551,8,-6,4.0,-3.0,11
18,340.89447,231.09064,8,-4,4.0,-2.0,11
19,408.93338,231.14978,8,-2,4.0,-1.0,11
20,476.91284,231.04124,8,0,4.0,0.0,11
21,544.87775,231.28374,8,2,4.0,1.0,11
22,613.0184,231.28165,8,4,4.0,2.0,11
23,749.494,231.30663,8,8,4.0,4.0,11
24,819.2993,231.00833,8,10,4.0,5.0,11
25,680.7947,232.02657,8,6,4.0,3.0,11
26,55.505608,293.02228,6,-12,3.0,-6.0,11
27,130.87506,295.94016,6,-10,3.0,-5.0,11
28,203.24434,298.203,6,-8,3.0,-4.0,11
29,272.2838,298.41312,6,-6,3.0,-3.0,11
30,408.2342,298.27298,6,-2,3.0,-1.0,11
31,476.18787,298.2275,6,0,3.0,0.0,11
32,544.756,298.28125,6,2,3.0,1.0,11
33,340.35483,298.86118,6,-4,3.0,-2.0,11
34,612.9263,298.96466,6,4,3.0,2.0,11
35,680.8906,299.14703,6,6,3.0,3.0,11
36,748.68994,299.16788,6,8,3.0,4.0,11
37,888.19415,299.06265,6,12,3.0,6.0,11
38,58.083775,363.2099,4,-12,2.0,-6.0,11
39,131.18958,365.1114,4,-10,2.0,-5.0,11
40,202.7285,366.1466,4,-8,2.0,-4.0,11
41,272.19876,366.3417,4,-6,2.0,-3.0,11
42,339.98904,366.18692,4,-4,2.0,-2.0,11
43,408.01282,366.0979,4,-2,2.0,-1.0,11
44,476.05597,366.02594,4,0,2.0,0.0,11
45,544.22485,365.98798,4,2,2.0,1.0,11
46,612.9025,366.20526,4,4,2.0,2.0,11
47,681.0043,366.9468,4,6,2.0,3.0,11
48,748.8666,366.76685,4,8,2.0,4.0,11
49,959.0471,367.05396,4,14,2.0,7.0,11
50,817.7594,367.8569,4,10,2.0,5.0,11
51,887.17786,368.07025,4,12,2.0,6.0,11
52,59.07708,433.0376,2,-12,1.0,-6.0,11
53,132.13509,434.01486,2,-10,1.0,-5.0,11
54,271.4783,434.24506,2,-6,1.0,-3.0,11
55,339.1658,434.09128,2,-4,1.0,-2.0,11
56,407.2341,433.927,2,-2,1.0,-1.0,11
57,475.34363,433.59296,2,0,1.0,0.0,11
58,544.1239,434.0171,2,2,1.0,1.0,11
59,612.9391,434.2469,2,4,1.0,2.0,11
60,202.81976,435.24686,2,-8,1.0,-4.0,11
61,681.06824,434.92105,2,6,1.0,3.0,11
62,749.09564,435.2869,2,8,1.0,4.0,11
63,816.8401,436.47488,2,10,1.0,5.0,11
64,886.2421,436.30923,2,12,1.0,6.0,11
65,958.16034,436.15942,2,14,1.0,7.0,11
66,202.7863,502.38745,0,-8,0.0,-4.0,11
67,271.25415,502.2866,0,-6,0.0,-3.0,11
68,338.98267,502.14655,0,-4,0.0,-2.0,11
69,406.95078,502.21756,0,-2,0.0,-1.0,11
70,475.2639,502.3267,0,0,0.0,0.0,11
71,59.436516,502.69162,0,-12,0.0,-6.0,11
72,132.12944,502.75598,0,-10,0.0,-5.0,11
73,544.0093,502.77396,0,2,0.0,1.0,11
74,612.84174,502.9525,0,4,0.0,2.0,11
75,681.03516,503.14365,0,6,0.0,3.0,11
76,749.0744,503.74292,0,8,0.0,4.0,11
77,817.7625,504.08566,0,10,0.0,5.0,11
78,886.2398,504.798,0,12,0.0,6.0,11
79,957.4068,505.07523,0,14,0.0,7.0,11
80,131.91309,571.1247,-2,-10,-1.0,-5.0,11
81,202.03615,570.7978,-2,-8,-1.0,-4.0,11
82,271.05722,570.73987,-2,-6,-1.0,-3.0,11
83,338.35422,570.7935,-2,-4,-1.0,-2.0,11
84,406.5048,570.91614,-2,-2,-1.0,-1.0,11
85,475.03772,571.02765,-2,0,-1.0,0.0,11
86,543.87195,571.18994,-2,2,-1.0,1.0,11
87,58.508118,571.91785,-2,-12,-1.0,-6.0,11
88,612.6637,571.79266,-2,4,-1.0,2.0,11
89,681.1348,571.9406,-2,6,-1.0,3.0,11
90,749.06354,571.9953,-2,8,-1.0,4.0,11
91,817.3239,572.3637,-2,10,-1.0,5.0,11
92,886.36786,573.0443,-2,12,-1.0,6.0,11
93,958.18585,574.1031,-2,14,-1.0,7.0,11
94,270.38632,639.0122,-4,-6,-2.0,-3.0,11
95,338.2952,639.0727,-4,-4,-2.0,-2.0,11
96,201.17654,639.4445,-4,-8,-2.0,-4.0,11
97,406.337,639.6958,-4,-2,-2.0,-1.0,11
98,475.14423,639.8921,-4,0,-2.0,0.0,11
99,543.88385,640.0817,-4,2,-2.0,1.0,11
100,612.1896,640.20935,-4,4,-2.0,2.0,11
101,748.9504,640.3012,-4,8,-2.0,4.0,11
102,130.1072,640.736,-4,-10,-2.0,-5.0,11
103,680.93604,640.7006,-4,6,-2.0,3.0,11
104,817.9988,641.1154,-4,10,-2.0,5.0,11
105,56.61677,641.9902,-4,-12,-2.0,-6.0,11
106,887.04706,641.8745,-4,12,-2.0,6.0,11
107,959.1742,643.2838,-4,14,-2.0,7.0,11
108,270.07346,707.7564,-6,-6,-3.0,-3.0,11
109,338.19644,707.6668,-6,-4,-3.0,-2.0,11
110,406.48236,707.9447,-6,-2,-3.0,-1.0,11
111,475.11014,707.94275,-6,0,-3.0,0.0,11
112,199.53879,708.5529,-6,-8,-3.0,-4.0,11
113,543.7233,708.7512,-6,2,-3.0,1.0,11
114,612.20526,708.8481,-6,4,-3.0,2.0,11
115,680.8673,708.8741,-6,6,-3.0,3.0,11
116,748.96185,709.1076,-6,8,-3.0,4.0,11
117,128.72777,710.37103,-6,-10,-3.0,-5.0,11
118,817.645,710.04553,-6,10,-3.0,5.0,11
119,888.3312,711.12616,-6,12,-3.0,6.0,11
120,961.191,714.1044,-6,14,-3.0,7.0,11
121,268.90167,777.1845,-8,-6,-4.0,-3.0,11
122,338.23004,776.74896,-8,-4,-4.0,-2.0,11
123,406.37112,776.6196,-8,-2,-4.0,-1.0,11
124,474.9225,776.64545,-8,0,-4.0,0.0,11
125,543.5067,776.6163,-8,2,-4.0,1.0,11
126,611.9151,777.9147,-8,4,-4.0,2.0,11
127,680.7524,777.8617,-8,6,-4.0,3.0,11
128,748.6721,778.72485,-8,8,-4.0,4.0,11
129,197.24767,779.5574,-8,-8,-4.0,-4.0,11
130,819.075,780.1154,-8,10,-4.0,5.0,11
131,125.2427,781.70325,-8,-10,-4.0,-5.0,11
132,891.55066,782.67664,-8,12,-4.0,6.0,11
133,406.12582,846.05615,-10,-2,-5.0,-1.0,11
134,474.8928,845.9866,-10,0,-5.0,0.0,11
135,543.2029,846.115,-10,2,-5.0,1.0,11
136,336.9372,846.93335,-10,-4,-5.0,-2.0,11
137,611.93207,846.7595,-10,4,-5.0,2.0,11
138,680.9713,847.18695,-10,6,-5.0,3.0,11
139,267.16708,848.18823,-10,-6,-5.0,-3.0,11
140,750.21185,849.07074,-10,8,-5.0,4.0,11
141,196.2696,850.8313,-10,-8,-5.0,-4.0,11
142,820.92523,851.0934,-10,10,-5.0,5.0,11
143,474.27557,917.702,-12,0,-6.0,0.0,11
144,543.10065,917.66907,-12,2,-6.0,1.0,11
145,335.16922,919.216,-12,-4,-6.0,-2.0,11
146,405.22827,918.7262,-12,-2,-6.0,-1.0,11
147,612.23004,918.67633,-12,4,-6.0,2.0,11
148,681.97845,919.46967,-12,6,-6.0,3.0,11
149,751.95416,921.1419,-12,8,-6.0,4.0,11
